Offer_Id;Type;Price_Raw;HP_Raw;Init_Regist;Mileage_Raw;Fuel_Type;Transmission;Description
7248291;LEXUS LS 430 Automatic (Limousine);CHF 10'000.–;282 PS;5.2001;123'000 km;Benzin;Automat;Hubraum: 4'293 cm3 Zylinder: 8 Anhängelast gebremst: 2'000 kg Aussenfarbe: silber mét. Innenfarbe: schwarz Türen: 4 Sitze: 5 Leergewicht: 1'995 kg Typenschein: 1LD109 Fahrzeugart: Occasion
7478265;BMW 318d Sport Line Steptronic (Limousine);CHF 15'900.–;143 PS;5.2013;134'000 km;Diesel;Automat sequentiell;Hubraum: 1'995 cm3 Zylinder: 4 Anhängelast gebremst: 1'600 kg Letzte Prüfung: 14.11.2019 Aussenfarbe: weiss Innenfarbe: schwarz Türen: 4 Sitze: 5 Leergewicht: 1'505 kg Fahrzeugart: Occasion
7478417;BMW 318d Touring (Kombi);CHF 9'999.–;143 PS;9.2007;100 km;Diesel;Schaltgetriebe manuell;Hubraum: 1'995 cm3 Zylinder: 4 Anhängelast gebremst: 1'600 kg Letzte Prüfung: 01.04.2019 Aussenfarbe: grau mét. Innenfarbe: beige Türen: 5 Sitze: 5 Leergewicht: 1'580 kg Typenschein: 1BB537X Neupreis: CHF 72'000.– Fahrzeugart: Occasion
7429161;BMW 318d Touring (Kombi);CHF 6'500.–;143 PS;5.2009;184'000 km;Diesel;Schaltgetriebe manuell;Hubraum: 1'995 cm3 Zylinder: 4 Anhängelast gebremst: 1'600 kg Letzte Prüfung: 30.04.2019 Aussenfarbe: silber Türen: 5 Sitze: 5 Leergewicht: 1'580 kg Fahrgestell-Nr.: WBAUX11090A625621 Neupreis: CHF 47'100.– Fahrzeugart: Occasion
7407368;SEAT Alhambra 1.4 TSI FR Line DSG (Kompaktvan / Minivan);CHF 28'900.–;150 PS;11.2017;38'000 km;Benzin;Automatisiertes Schaltgetriebe;Hubraum: 1'390 cm3 Zylinder: 4 Anhängelast gebremst: 1'800 kg Letzte Prüfung: 03.11.2017 Aussenfarbe: weiss Innenfarbe: schwarz Türen: 5 Sitze: 5 Leergewicht: 1'974 kg Typenschein: 1SH332 Neupreis: CHF 51'210.– Fahrzeugart: Occasion
7474097;LANCIA Phedra 2.2 JTD 16V Platino Automatic (Kompaktvan / Minivan);CHF 4'400.–;170 PS;4.2008;137'000 km;Diesel;Automat sequentiell;Hubraum: 2'179 cm3 Zylinder: 4 Anhängelast gebremst: 1'870 kg Letzte Prüfung: 19.06.2019 Aussenfarbe: braun mét. Innenfarbe: beige Türen: 5 Sitze: 7 Leergewicht: 2'045 kg Typenschein: 1LA781 Fahrzeugart: Occasion
7497455;LANCIA Thema 3.0 CRD Executive Automatic (Limousine);CHF 13'500.–;239 PS;11.2012;130'000 km;Diesel;Automat sequentiell;Hubraum: 2'987 cm3 Zylinder: 6 Anhängelast gebremst: 1'996 kg Letzte Prüfung: 03.06.2019 Aussenfarbe: grau mét. Innenfarbe: braun Türen: 4 Sitze: 5 Leergewicht: 2'117 kg Typenschein: 1LA832 Neupreis: CHF 60'900.– Fahrzeugart: Occasion Tuning: Ja
7342112;NISSAN GT-R 3.8 V6 Biturbo (Coupé);CHF 37'000.–;486 PS;5.201;126'000 km;Benzin;Automatisiertes Schaltgetriebe;Hubraum: 3'799 cm3 Zylinder: 6 Aussenfarbe: silber mét. Innenfarbe: schwarz Türen: 2 Sitze: 4 Leergewicht: 1'822 kg Typenschein: 1NA437 Fahrzeugart: Occasion Tuning: Ja
7408050;CITROEN C1 1.0 VTi Feel (Kleinwagen);CHF 9'500.–;69 PS;1.2015;11'550 km;Benzin;Schaltgetriebe manuell;Hubraum: 998 cm3 Zylinder: 3 Letzte Prüfung: 16.01.2015 Aussenfarbe: weiss Innenfarbe: mehrfarbig Türen: 5 Sitze: 4 Leergewicht: 985 kg Fahrgestell-Nr.: VF7 PSC FBB ER53 4546 Typenschein: 1CF340 Fahrzeugart: Occasion
7506408;MINI Cooper S (Kleinwagen);CHF 9'000.–;230 PS;5.201;132'500 km;Benzin;Schaltgetriebe manuell;Hubraum: 1'598 cm3 Zylinder: 4 Letzte Prüfung: 13.10.2018 Aussenfarbe: schwarz Innenfarbe: schwarz Türen: 3 Sitze: 4 Leergewicht: 1'240 kg Typenschein: 1MN463 Fahrzeugart: Occasion Tuning: Ja
7495911;MINI Cooper S (Kleinwagen);CHF 5'400.–;170 PS;8.2004;99'000 km;Benzin;Schaltgetriebe manuell;Hubraum: 1'598 cm3 Zylinder: 4 Letzte Prüfung: 10.03.2020 Aussenfarbe: grau mét. Innenfarbe: schwarz Türen: 3 Sitze: 4 Leergewicht: 1'235 kg Fahrgestell-Nr.: WMWRE31030TD31548 Typenschein: 1MN419 Neupreis: CHF 37'400.– Fahrzeugart: Occasion
7509464;NISSAN Pulsar 1.5 dCi N-Connecta (Limousine);CHF 11'900.–;110 PS;3.2017;40'900 km;Diesel;Schaltgetriebe manuell;Hubraum: 1'461 cm3 Zylinder: 4 Anhängelast gebremst: 1'200 kg Aussenfarbe: grau mét. Innenfarbe: schwarz Türen: 5 Sitze: 5 Leergewicht: 1'345 kg Fahrzeugart: Occasion
7192646;NISSAN Pulsar 1.5 dCi tekna (Limousine);CHF 14'500.–;110 PS;11.2017;56'000 km;Diesel;Schaltgetriebe manuell;Hubraum: 1'461 cm3 Zylinder: 4 Aussenfarbe: rot mét. Innenfarbe: schwarz Türen: 5 Sitze: 5 Leergewicht: 1'345 kg Typenschein: 1XR229 Neupreis: CHF 32'300.– Fahrzeugart: Occasion
4584654;PORSCHE Cayenne Turbo S (SUV / Geländewagen);CHF 35'000.–;550 PS;11.2009;89'000 km;Benzin;Automat;Hubraum: 4'806 cm3 Zylinder: 8 Anhängelast gebremst: 3'500 kg Aussenfarbe: schwarz mét. Innenfarbe: beige Türen: 5 Sitze: 5 Leergewicht: 2'740 kg Typenschein: 1PF422 Neupreis: CHF 250'000.– Fahrzeugart: Occasion
7497931;AUDI A3 Sportback 1.6 TDI Ambiente (Kombi);CHF 7'250.–;90 PS;6.201;140'000 km;Diesel;Schaltgetriebe manuell;Hubraum: 1'598 cm3 Zylinder: 4 Anhängelast gebremst: 1'400 kg Letzte Prüfung: 22.01.2018 Aussenfarbe: schwarz Türen: 5 Sitze: 5 Leergewicht: 1'395 kg Typenschein: X Fahrzeugart: Occasion
7292000;FORD Thunderbird Cabriolet (Cabriolet);CHF 49'000.–;304 PS;1.1959;76'000 km;Automat;Hinterradantrieb;Hubraum: 5'766 cm3 Zylinder: 8 Letzte Prüfung: 25.04.2017 Aussenfarbe: schwarz Türen: 2 Sitze: 4 Leergewicht: 1'960 kg Fahrgestell-Nr.: H9YJ118914 Fahrzeugart: Occasion
7492630;LEXUS CT 200h 1.8 comfort CVT (Limousine);CHF 9'800.–;136 PS;2.2012;103'000 km;Voll-Hybrid Benzin/Elektro;Automat stufenlos;Hubraum: 1'798 cm3 Zylinder: 4 Letzte Prüfung: 05.12.2016 Aussenfarbe: braun mét. Innenfarbe: beige Türen: 5 Sitze: 5 Leergewicht: 1'540 kg Fahrgestell-Nr.: JHT KD5 BH8 020 744 75 Neupreis: CHF 40'000.– Fahrzeugart: Occasion
7461601;BMW 525d (Limousine);CHF 20'499.–;218 PS;2.2013;139'500 km;Diesel;Schaltgetriebe manuell;Hubraum: 1'995 cm3 Zylinder: 4 Anhängelast gebremst: 2'000 kg Letzte Prüfung: 12.05.2019 Aussenfarbe: schwarz mét. Innenfarbe: schwarz Türen: 4 Sitze: 5 Leergewicht: 1'720 kg Fahrzeugart: Occasion
7505225;BMW 525d Luxury Line Steptronic (Kombi);CHF 15'550.–;218 PS;9.2013;170'000 km;Diesel;Automat sequentiell;Hubraum: 1'995 cm3 Zylinder: 4 Anhängelast gebremst: 2'000 kg Letzte Prüfung: 31.10.2019 Aussenfarbe: schwarz mét. Innenfarbe: beige Türen: 4 Sitze: 5 Leergewicht: 1'730 kg Fahrzeugart: Occasion
7362306;MASERATI GRANCABRIO Sport (Cabriolet);CHF 55'000.–;450 PS;3.2011;35'000 km;Benzin;Automat sequentiell;Hubraum: 4'700 cm3 Aussenfarbe: schwarz Innenfarbe: bordeaux Türen: 2 Fahrzeugart: Occasion
4796547;"FERRARI California 30 4.3 V8 490PS CARBON-KERAMIK Bremsen - 20\ Diamant Felgen - 2 JAHRE VOLLGARANTIE !!! (Cabriolet)""";CHF 119'000.–;490 PS;11.2012;18'200 km;Benzin;Automatisiertes Schaltgetriebe;Hubraum: 4'297 cm3 Zylinder: 8 Letzte Prüfung: 05.10.2018 Aussenfarbe: rot Innenfarbe: schwarz Türen: 2 Sitze: 4 Leergewicht: 1'875 kg Fahrgestell-Nr.: ZFFTJ65B000190132 Typenschein: 1FA144 Wagen-Nr.: TI 15267 Neupreis: CHF 275'000.– Fahrzeugart: Occasion
7447905;NISSAN 370 Z Pack Automatic (Coupé);CHF 19'450.–;328 PS;3.2011;53'990 km;Benzin;Automat sequentiell;Hubraum: 3'696 cm3 Zylinder: 6 Letzte Prüfung: 24.07.2019 Aussenfarbe: weiss Innenfarbe: anthrazit Türen: 3 Sitze: 2 Leergewicht: 1'612 kg Fahrgestell-Nr.: JN1GAAZ34U0300919 Typenschein: 1NA469 Fahrzeugart: Occasion
7508470;MERCEDES-BENZ GLE Coupé 43 AMG 4Matic 9G-Tronic (SUV / Geländewagen);CHF 80'000.–;390 PS;1.2019;15'500 km;Benzin;Automatik-Getriebe;Hubraum: 2'996 cm3 Zylinder: 6 Anhängelast gebremst: 3'500 kg Letzte Prüfung: 14.03.2020 Aussenfarbe: schwarz mét. Innenfarbe: schwarz Türen: 5 Sitze: 5 Leergewicht: 2'460 kg Typenschein: 1MH669 Neupreis: CHF 125'000.– Fahrzeugart: Occasion
7479982;MERCEDES-BENZ B 220 CDI Urban 4Matic 7G-DCT (Kompaktvan / Minivan);CHF 26'900.–;177 PS;5.2017;39'500 km;Diesel;Automatisiertes Schaltgetriebe;Hubraum: 2'143 cm3 Zylinder: 4 Anhängelast gebremst: 1'500 kg Letzte Prüfung: 21.02.2020 Aussenfarbe: schwarz Innenfarbe: schwarz Türen: 5 Sitze: 5 Leergewicht: 1'575 kg Typenschein: 1MG657 Fahrzeugart: Occasion
7429074;AUDI A3 (Limousine);CHF 7'000.–;140 PS;10.2005;154'000 km;Diesel;Automat;Hubraum: 2 cm3 Zylinder: 2 Aussenfarbe: blau mét. Innenfarbe: beige Türen: 5 Leergewicht: 1'630 kg Neupreis: CHF 54'000.– Fahrzeugart: Occasion
7492457;ALFA ROMEO 156 3.2 V6 GTA (Limousine);CHF 17'900.–;250 PS;2.2002;123'000 km;Benzin;Schaltgetriebe manuell;Hubraum: 3'179 cm3 Zylinder: 6 Anhängelast gebremst: 1'400 kg Letzte Prüfung: 17.04.2018 Aussenfarbe: rot mét. Innenfarbe: schwarz Türen: 4 Sitze: 5 Leergewicht: 1'485 kg Typenschein: 1AA231M Neupreis: CHF 57'000.– Fahrzeugart: Occasion
7460946;AUDI S3 Sedan 2.0 TFSI quattro (Limousine);CHF 27'600.–;301 PS;5.2014;61'437 km;Benzin;Schaltgetriebe manuell;Hubraum: 1'984 cm3 Zylinder: 4 Letzte Prüfung: 17.04.2019 Aussenfarbe: rot mét. Innenfarbe: schwarz Türen: 4 Sitze: 5 Leergewicht: 1'505 kg Fahrgestell-Nr.: WAU ZZZ 8V0 E103 7064 Neupreis: CHF 56'927.– Fahrzeugart: Occasion
4721478;AUDI S3 Sedan 2.0 TFSI quattro (Limousine);CHF 38'500.–;301 PS;9.2014;30'000 km;Benzin;Schaltgetriebe manuell;Hubraum: 1'984 cm3 Zylinder: 4 Letzte Prüfung: 25.09.2014 Aussenfarbe: grau mét. Innenfarbe: schwarz Türen: 4 Sitze: 5 Leergewicht: 1'505 kg Fahrzeugart: Occasion
7438564;AUDI S3 Sedan 2.0 TFSI quattro S-tronic (Limousine);CHF 28'600.–;301 PS;12.2014;87'500 km;Benzin;Automatisiertes Schaltgetriebe;Hubraum: 1'984 cm3 Zylinder: 4 Aussenfarbe: weiss mét. Innenfarbe: anthrazit Türen: 4 Sitze: 5 Leergewicht: 1'535 kg Fahrgestell-Nr.: WAU ZZZ 8V2 F108 2072 Typenschein: 1AD310 Fahrzeugart: Occasion
7337807;AUDI S3 Sedan 2.0 TFSI quattro S-tronic (Limousine);CHF 42'000.–;310 PS;2.2018;50'000 km;Benzin;Automatisiertes Schaltgetriebe;Hubraum: 1'984 cm3 Zylinder: 4 Aussenfarbe: grün Innenfarbe: grün Türen: 4 Sitze: 5 Leergewicht: 1'640 kg Typenschein: 1AE973 Fahrzeugart: Occasion
7499152;PEUGEOT 307 1.6 16V XS (Kombi);CHF 4'500.–;110 PS;11.2005;172'000 km;Benzin;Schaltgetriebe manuell;Hubraum: 1'587 cm3 Zylinder: 4 Anhängelast gebremst: 1'200 kg Letzte Prüfung: 11.12.2018 Aussenfarbe: schwarz Innenfarbe: schwarz Türen: 5 Sitze: 5 Leergewicht: 1'505 kg Typenschein: 1PA535 Neupreis: CHF 35'000.– Fahrzeugart: Occasion
7466285;FIAT Tipo 1.6MJ Station Wagon S-Design DCT (Kombi);CHF 17'950.–;120 PS;2.2018;28'000 km;Diesel;Automat sequentiell;Hubraum: 1'598 cm3 Zylinder: 4 Anhängelast gebremst: 1'200 kg Aussenfarbe: grau Innenfarbe: schwarz Türen: 5 Sitze: 5 Leergewicht: 1'505 kg Typenschein: 1FC502 Fahrzeugart: Occasion
7183134;ALFA ROMEO GIULIETTA (Limousine);CHF 17'500.–;175 PS;1.2018;27'000 km;Diesel;Automat;Hubraum: 2'000 cm3 Zylinder: 4 Letzte Prüfung: 20.01.2017 Aussenfarbe: schwarz mét. Innenfarbe: schwarz Türen: 5 Sitze: 5 Leergewicht: 1'481 kg Fahrgestell-Nr.: ZAR 940 000 074 876 75 Typenschein: 1AA542 Neupreis: CHF 26'500.– Fahrzeugart: Occasion
7491615;ALFA ROMEO Giulietta 1.4 MultiAir Distinctive (Limousine);CHF 7'990.–;170 PS;7.201;123'000 km;Benzin;Schaltgetriebe manuell;Hubraum: 1'368 cm3 Zylinder: 4 Anhängelast gebremst: 500 kg Letzte Prüfung: 21.01.2020 Aussenfarbe: schwarz mét. Innenfarbe: schwarz Türen: 5 Sitze: 5 Leergewicht: 1'365 kg Fahrgestell-Nr.: ZAR 940 000 0700 6817 Typenschein: 1AA455 Fahrzeugart: Occasion
7076268;VW Tiguan 2.0 TDI BMT Cup 4Motion DSG (SUV / Geländewagen);CHF 19'500.–;140 PS;6.2015;56'000 km;Diesel;Automatisiertes Schaltgetriebe;Hubraum: 1'968 cm3 Zylinder: 4 Anhängelast gebremst: 2'200 kg Letzte Prüfung: 06.02.2018 Aussenfarbe: weiss Türen: 5 Sitze: 5 Leergewicht: 1'894 kg Fahrgestell-Nr.: WVG ZZZ 5NZ FW0 526 70 Typenschein: 1VE945 Fahrzeugart: Occasion
7428481;AUDI A4 Cabriolet 3.0 V6 (Cabriolet);CHF 7'700.–;220 PS;2.2002;140'000 km;Benzin;Schaltgetriebe manuell;Hubraum: 2'976 cm3 Zylinder: 6 Anhängelast gebremst: 1'600 kg Aussenfarbe: grau mét. Türen: 2 Sitze: 4 Leergewicht: 1'835 kg Typenschein: 1AC139 Fahrzeugart: Occasion
6706954;AUDI A4 Cabriolet 3.0 V6 (Cabriolet);CHF 7'920.–;220 PS;11.2002;184'000 km;Benzin;Automat stufenlos;Hubraum: 2'976 cm3 Zylinder: 6 Anhängelast gebremst: 1'600 kg Letzte Prüfung: 11.01.2018 Aussenfarbe: silber mét. Innenfarbe: anthrazit Türen: 2 Sitze: 4 Leergewicht: 1'835 kg Fahrgestell-Nr.: WAU ZZZ 8H6 3K00 6032 Typenschein: 1AC139 Neupreis: CHF 72'000.– Fahrzeugart: Occasion
7493153;AUDI A4 S-line Quattro (Limousine);CHF 23'900.–;190 PS;5.2016;162'900 km;Diesel;Automatik-Getriebe;Zylinder: 4 Aussenfarbe: anthrazit Innenfarbe: anthrazit Sitze: 5 Leergewicht: 1'725 kg Fahrzeugart: Occasion
7508336;CHRYSLER Grand Voyager 2.8 CRD Classic Line Plus Automatic (Kompaktvan / Minivan);CHF 9'999.–;163 PS;10.201;107'000 km;Diesel;Automat sequentiell;Hubraum: 2'777 cm3 Zylinder: 4 Anhängelast gebremst: 1'600 kg Letzte Prüfung: 14.02.2020 Aussenfarbe: schwarz Türen: 5 Sitze: 7 Leergewicht: 2'305 kg Typenschein: 1CC123 Neupreis: CHF 54'070.– Fahrzeugart: Occasion
7494551;AUDI A8 L 6.3 FSI W12 quattro tiptronic (Limousine);CHF 28'500.–;500 PS;8.2011;240'000 km;Benzin;Automat sequentiell;Hubraum: 6'299 cm3 Zylinder: 12 Anhängelast gebremst: 2'300 kg Letzte Prüfung: 05.04.2019 Aussenfarbe: schwarz mét. Innenfarbe: schwarz Türen: 4 Sitze: 5 Leergewicht: 2'130 kg Fahrgestell-Nr.: WAUZZZ4H5CN006706 Typenschein: 1AC735 Neupreis: CHF 295'000.– Fahrzeugart: Occasion
5447741;VW Eos 2.0 TDI (Cabriolet);CHF 9'800.–;140 PS;9.2009;84'400 km;Diesel;Schaltgetriebe manuell;Hubraum: 1'968 cm3 Zylinder: 4 Anhängelast gebremst: 1'500 kg Letzte Prüfung: 22.08.2017 Aussenfarbe: schwarz Innenfarbe: braun Türen: 2 Sitze: 4 Leergewicht: 1'649 kg Fahrgestell-Nr.: WVW ZZZ 1FZ AV0 072 87 Typenschein: 1VD537 Fahrzeugart: Occasion
7491578;RENAULT Espace 2.0 16V The Race (Kompaktvan / Minivan);CHF 2'500.–;140 PS;5.2001;95'000 km;Benzin;Schaltgetriebe manuell;Hubraum: 1'998 cm3 Zylinder: 4 Anhängelast gebremst: 1'620 kg Letzte Prüfung: 28.03.2018 Aussenfarbe: silber mét. Innenfarbe: anthrazit Türen: 5 Sitze: 7 Leergewicht: 1'804 kg Typenschein: 1RA347 Fahrzeugart: Occasion
7318431;VW Golf 1.2 TSI BlueMotion Technology Team DSG (Limousine);CHF 8'900.–;105 PS;11.201;79'900 km;Benzin;Automatisiertes Schaltgetriebe;Hubraum: 1'197 cm3 Zylinder: 4 Anhängelast gebremst: 1'200 kg Letzte Prüfung: 18.01.2019 Aussenfarbe: schwarz mét. Innenfarbe: anthrazit Türen: 5 Sitze: 5 Leergewicht: 1'271 kg Fahrgestell-Nr.: WVW ZZZ 1KZ BP0 780 95 Typenschein: 1VD712 Neupreis: CHF 35'000.– Fahrzeugart: Occasion
7508581;AUDI TT Roadster 1.8 T quattro (Cabriolet);CHF 18'490.–;225 PS;10.2;124'000 km;Benzin;Schaltgetriebe manuell;Hubraum: 1'781 cm3 Zylinder: 4 Aussenfarbe: grau mét. Innenfarbe: braun Türen: 2 Sitze: 2 Leergewicht: 1'675 kg Typenschein: 1AB886 Fahrzeugart: Occasion
7303690;AUDI TT Roadster 1.8 T quattro (Cabriolet);CHF 8'490.–;225 PS;5.2002;176'500 km;Benzin;Schaltgetriebe manuell;Hubraum: 1'781 cm3 Zylinder: 4 Letzte Prüfung: 20.08.2019 Aussenfarbe: silber mét. Türen: 2 Sitze: 2 Leergewicht: 1'690 kg Fahrgestell-Nr.: TRU ZZZ 8N1 210 300 46 Typenschein: 1AB974 Fahrzeugart: Occasion
7478354;BMW 1er M Coupé (Coupé);CHF 59'900.–;340 PS;3.2012;36'500 km;Benzin;Schaltgetriebe manuell;Hubraum: 2'979 cm3 Zylinder: 6 Letzte Prüfung: 22.03.2018 Aussenfarbe: weiss mét. Türen: 2 Sitze: 4 Leergewicht: 1'570 kg Typenschein: 1BC148 Fahrzeugart: Occasion
7469863;BMW 1er M Coupé (Coupé);CHF 40'500.–;340 PS;8.2011;89'000 km;Benzin;Schaltgetriebe manuell;Hubraum: 2'979 cm3 Zylinder: 6 Letzte Prüfung: 11.09.2019 Aussenfarbe: schwarz mét. Türen: 2 Sitze: 4 Leergewicht: 1'570 kg Typenschein: 1BC148 Fahrzeugart: Occasion
7137072;BMW 1er M Coupé (Coupé);CHF 48'000.–;340 PS;4.2011;45'950 km;Benzin;Schaltgetriebe manuell;Hubraum: 2'979 cm3 Zylinder: 6 Letzte Prüfung: 26.06.2019 Aussenfarbe: weiss Innenfarbe: schwarz Türen: 2 Sitze: 4 Leergewicht: 1'570 kg Fahrgestell-Nr.: WBS UR9 102 0VP 750 79 Typenschein: 1BC148 Neupreis: CHF 74'000.– Fahrzeugart: Occasion
7090587;BMW 1er M Coupé (Coupé);CHF 59'900.–;340 PS;4.2012;49'900 km;Benzin;Schaltgetriebe manuell;Hubraum: 2'979 cm3 Zylinder: 6 Aussenfarbe: rot Türen: 2 Sitze: 2 Leergewicht: 1'570 kg Typenschein: 1BC148 Fahrzeugart: Occasion Tuning: Ja
7489588;BMW M4 Coupé (Coupé);CHF 56'500.–;431 PS;5.2015;32'500 km;Benzin;Schaltgetriebe manuell;Hubraum: 2'979 cm3 Zylinder: 6 Aussenfarbe: schwarz Türen: 2 Sitze: 4 Leergewicht: 1'840 kg Typenschein: 1BF120 Fahrzeugart: Occasion
5096082;FERRARI 328 GTS (Cabriolet);CHF 95'000.–;255 PS;3.1988;52'000 km;Benzin;Schaltgetriebe manuell;Hubraum: 3'184 cm3 Zylinder: 8 Letzte Prüfung: 09.04.2018 Aussenfarbe: rot Innenfarbe: beige Türen: 2 Sitze: 2 Leergewicht: 1'395 kg Fahrgestell-Nr.: ZFF CA2 0S0 000 764 17 Typenschein: 1F1009 Fahrzeugart: Occasion
6964746;BMW-ALPINA B3 X BiTurbo Touring 3.0 Switch-Tronic (Kombi);CHF 29'900.–;400 PS;10.2009;60'000 km;Benzin;Automat;Hubraum: 2'979 cm3 Zylinder: 6 Anhängelast gebremst: 1'800 kg Letzte Prüfung: 23.07.2019 Aussenfarbe: weiss mét. Innenfarbe: schwarz Türen: 5 Sitze: 5 Leergewicht: 1'990 kg Typenschein: 1AF755 Neupreis: CHF 130'000.– Fahrzeugart: Occasion
6627425;PORSCHE 924 S (Coupé);CHF 8'500.–;150 PS;2.1986;200'000 km;Benzin;Automat;Hubraum: 2'477 cm3 Zylinder: 4 Anhängelast gebremst: 1'200 kg Letzte Prüfung: 03.04.2018 Aussenfarbe: rot mét. Innenfarbe: beige Türen: 3 Sitze: 4 Leergewicht: 1'210 kg Neupreis: CHF 45'000.– Fahrzeugart: Occasion
7429725;BMW 2002 2002 Tii (Limousine);CHF 40'000.–;130 PS;5.1972;82'000 km;Benzin;Schaltgetriebe manuell;Hubraum: 1'990 cm3 Zylinder: 4 Letzte Prüfung: 18.10.2016 Aussenfarbe: rot Innenfarbe: schwarz Türen: 2 Sitze: 4 Leergewicht: 1'040 kg Fahrgestell-Nr.: 2710828 Typenschein: 007215 Fahrzeugart: Oldtimer
7328346;MERCEDES-BENZ C 200 AMG Line 4Matic 7G-Tronic (Limousine);CHF 34'900.–;184 PS;6.2016;74'249 km;Benzin;Automat sequentiell;Hubraum: 1'991 cm3 Zylinder: 4 Anhängelast gebremst: 1'800 kg Letzte Prüfung: 27.07.2016 Aussenfarbe: anthrazit Innenfarbe: schwarz Türen: 4 Sitze: 5 Leergewicht: 1'545 kg Typenschein: 1MG435 Neupreis: CHF 78'485.– Fahrzeugart: Occasion
7193307;MERCEDES-BENZ C 200 AMG Line 4Matic 7G-Tronic (Kombi);CHF 31'900.–;184 PS;11.2015;76'000 km;Benzin;Automat sequentiell;Hubraum: 1'991 cm3 Zylinder: 4 Anhängelast gebremst: 1'800 kg Aussenfarbe: weiss Innenfarbe: schwarz Türen: 5 Sitze: 5 Leergewicht: 1'605 kg Typenschein: 1MG470 Neupreis: CHF 67'645.– Fahrzeugart: Occasion
6144780;PORSCHE 356 B / SC Coupé (Coupé);CHF 115'000.–;110 PS;7.1963;74'000 km;Benzin;Schaltgetriebe manuell;Hubraum: 1'571 cm3 Zylinder: 4 Letzte Prüfung: 25.07.2018 Aussenfarbe: schwarz Innenfarbe: schwarz Türen: 2 Sitze: 2 Leergewicht: 1'250 kg Fahrgestell-Nr.: 124305 Fahrzeugart: Oldtimer
7447037;JAGUAR XF 3.0d V6 Prem. Luxury (Limousine);CHF 10'999.–;211 PS;2.2012;188'000 km;Diesel;Automat sequentiell;Hubraum: 2'993 cm3 Zylinder: 6 Anhängelast gebremst: 1'850 kg Letzte Prüfung: 20.02.2020 Aussenfarbe: schwarz mét. Türen: 4 Sitze: 5 Leergewicht: 1'949 kg Fahrgestell-Nr.: SAJ AA0 536 BNS0 5222 Typenschein: 1JA268 Fahrzeugart: Occasion
7509840;AUDI Q5 3.0 TDI quattro S-tronic (SUV / Geländewagen);CHF 9'000.–;239 PS;3.2009;317'000 km;Diesel;Automatisiertes Schaltgetriebe;Hubraum: 2'967 cm3 Zylinder: 6 Anhängelast gebremst: 2'000 kg Letzte Prüfung: 04.02.2019 Aussenfarbe: schwarz mét. Türen: 5 Sitze: 5 Leergewicht: 1'955 kg Fahrzeugart: Occasion
7488819;BMW M5 Drivelogic (Limousine);CHF 41'499.–;560 PS;3.2012;98'900 km;Benzin;Automatisiertes Schaltgetriebe;Hubraum: 4'395 cm3 Zylinder: 8 Anhängelast gebremst: 2'000 kg Letzte Prüfung: 13.03.2020 Aussenfarbe: schwarz Innenfarbe: schwarz Türen: 4 Sitze: 5 Leergewicht: 1'945 kg Typenschein: 1BC442 Fahrzeugart: Occasion Tuning: Ja
7367836;AUDI A6 55 TFSI Sport quattro S-tronic (Limousine);CHF 63'850.–;340 PS;7.2018;23'500 km;Benzin;Automatisiertes Schaltgetriebe;Hubraum: 2'995 cm3 Zylinder: 6 Anhängelast gebremst: 2'000 kg Letzte Prüfung: 18.01.2020 Aussenfarbe: weiss mét. Türen: 4 Sitze: 5 Leergewicht: 2'070 kg Fahrgestell-Nr.: WAUZZZF21KN007391 Neupreis: CHF 120'000.– Fahrzeugart: Occasion
7435251;AUDI A4 Avant 2.0 TDI S-tronic (Kombi);CHF 21'490.–;150 PS;7.2016;67'000 km;Diesel;Automatisiertes Schaltgetriebe;Hubraum: 1'968 cm3 Zylinder: 4 Anhängelast gebremst: 1'400 kg Letzte Prüfung: 15.07.2016 Aussenfarbe: schwarz Türen: 5 Sitze: 5 Leergewicht: 1'835 kg Typenschein: 1AE355 Neupreis: CHF 64'440.– Fahrzeugart: Occasion
6960326;MINI Cooper 1.3i (Kleinwagen);CHF 33'800.–;75 PS;2.1999;36'000 km;Benzin;Schaltgetriebe manuell;Hubraum: 1'275 cm3 Zylinder: 4 Letzte Prüfung: 19.04.2018 Aussenfarbe: grün Türen: 2 Sitze: 4 Leergewicht: 795 kg Typenschein: 1MN402 Fahrzeugart: Occasion
7472104;MINI Cooper Blackyard (Kleinwagen);CHF 22'950.–;136 PS;4.2019;8'500 km;Benzin;Automatik-Getriebe;Hubraum: 1'499 cm3 Zylinder: 3 Letzte Prüfung: 04.04.2019 Aussenfarbe: blau mét. Innenfarbe: anthrazit Türen: 5 Sitze: 5 Leergewicht: 1'220 kg Fahrgestell-Nr.: WMWXU71 Typenschein: 1MV575 Neupreis: CHF 36'800.– Fahrzeugart: Occasion
7467959;PORSCHE 911 Cabrio Carrera S (Cabriolet);CHF 46'600.–;355 PS;6.2005;88'000 km;Benzin;Schaltgetriebe manuell;Hubraum: 3'824 cm3 Zylinder: 6 Aussenfarbe: grau mét. Türen: 2 Sitze: 2 Leergewicht: 1'690 kg Typenschein: 1PF383 Neupreis: CHF 175'000.– Fahrzeugart: Occasion
