field_1;web-scraper-order;address_raw;lat;lon;bfs_number;bfs_name;rooms;area;luxurious;price;price_per_m2;pop;pop_dens;emp;frg_pct;mean_taxable_income;dist_supermarket
436;1693998326-703;Rietgrabenstrasse 46, 8152 Opfikon, ZH;47.42569351;8.576032639;66;Opfikon;3;64;0;1900;29.69;21014;3759.21288;19226;44.9129152;71457.08411;1133.849378
437;1693998344-796;Thurgauerstrasse 138, 8152 Opfikon, ZH;47.42422104;8.56125927;66;Opfikon;2.5;82;0;2418;29.49;21014;3759.21288;19226;44.9129152;71457.08411;68.59011912
438;1693998210-51;Hofackerstrasse 5, 8422 Pfungen, ZH;47.5152359;8.642589569;224;Pfungen;4.5;107;0;1900;17.76;3900;781.5631263;1400;24.84615385;69490.67189;594.7824621
439;1693998219-97;Dättlikonerstrasse 4, 8422 Pfungen, ZH;47.51791382;8.638660431;224;Pfungen;2.5;86;0;2460;28.6;3900;781.5631263;1400;24.84615385;69490.67189;842.0044985
440;1693998219-116;Grosswiesenstr. 61, 8422 Pfungen, ZH;47.51723862;8.640911102;224;Pfungen;2.5;60;0;1510;25.17;3900;781.5631263;1400;24.84615385;69490.67189;670.7550664
441;1693998224-144;Dättlikonerstrasse 4, 8422 Pfungen, ZH;47.51791382;8.638660431;224;Pfungen;3.5;84;0;2230;26.55;3900;781.5631263;1400;24.84615385;69490.67189;842.0044985
442;1693998256-327;Grosswiesenstr. 67, 8422 Pfungen, ZH;47.51743317;8.640844345;224;Pfungen;3.5;74;0;1620;21.89;3900;781.5631263;1400;24.84615385;69490.67189;675.5644624
443;1693998289-492;Vorbruggenstrasse 9, 8422 Pfungen, ZH;47.5189743;8.638788223;224;Pfungen;2.5;67;0;1490;22.24;3900;781.5631263;1400;24.84615385;69490.67189;848.7308946
444;1693998321-685;Vorbruggenstrasse 4B, 8422 Pfungen, ZH;47.51792145;8.638983727;224;Pfungen;4.5;91;0;1730;19.01;3900;781.5631263;1400;24.84615385;69490.67189;817.7730317
445;1693998210-53;Bergstrasse  16, 8955 Oetwil an der Limmat, ZH;47.42891693;8.398645401;246;Oetwil an der Limmat;5.5;282;0;6000;21.28;2515;907.9422383;295;18.13121272;90121.4168;1069.717234
446;1693998233-169;Schweizäckerstrasse 14, 8955 Oetwil an der Limmat, ZH;47.42378616;8.403396606;246;Oetwil an der Limmat;1.5;33;0;1440;43.64;2515;907.9422383;295;18.13121272;90121.4168;435.3687517
447;1693998280-444;Schweizäckerstrasse 12, 8955 Oetwil an der Limmat, ZH;47.42401886;8.403019905;246;Oetwil an der Limmat;1.5;33;0;1440;43.64;2515;907.9422383;295;18.13121272;90121.4168;472.4616867
448;1693998305-578;Schweizäckerstrasse 14, 8955 Oetwil an der Limmat, ZH;47.42378616;8.403396606;246;Oetwil an der Limmat;2.5;56;0;1740;31.07;2515;907.9422383;295;18.13121272;90121.4168;435.3687517
449;1693998210-55;8303 Bassersdorf, ZH;47.44166946;8.630970001;52;Bassersdorf;4.5;136;0;3400;25;11824;1309.413068;4597;24.94925575;79662.44718;435.8735169
450;1693998305-583;Auenring 1, 8303 Bassersdorf, ZH;47.44049835;8.625197411;52;Bassersdorf;2;56;0;1350;24.11;11824;1309.413068;4597;24.94925575;79662.44718;426.9034769
451;1693998210-57;8182 Hochfelden, ZH;47.52261353;8.516746521;59;Hochfelden;5.5;148;0;2993;20.22;1982;321.2317666;391;13.77396569;79792.42424;1650.375888
452;1693998210-59;8180 Bülach, ZH;47.52003098;8.566342354;53;Bülach;4;80;0;2150;26.88;21372;1328.278434;10973;28.03200449;74755.29466;1627.077685
453;1693998214-75;Fangletenstrasse 6, 8180 Bülach, ZH;47.52735138;8.538234711;53;Bülach;3.5;96;0;2455;25.57;21372;1328.278434;10973;28.03200449;74755.29466;173.972169
454;1693998214-89;Schulhausstrasse, 8180 Bülach, ZH;47.51849365;8.537640572;53;Bülach;1;20;0;750;37.5;21372;1328.278434;10973;28.03200449;74755.29466;210.1623244
455;1693998228-159;Im Feld 10, 8180 Bülach, ZH;47.51148605;8.539093971;53;Bülach;2.5;68;0;1750;25.74;21372;1328.278434;10973;28.03200449;74755.29466;183.38611
456;1693998236-202;Fangletenstrasse 6, 8180 Bülach, ZH;47.52735138;8.538234711;53;Bülach;3.5;88;0;2392;27.18;21372;1328.278434;10973;28.03200449;74755.29466;173.972169
457;1693998243-244;8180 Bülach, ZH;47.52003098;8.566342354;53;Bülach;4.5;140;0;2750;19.64;21372;1328.278434;10973;28.03200449;74755.29466;1627.077685
458;1693998256-324;Gartematt 12, 8180 Bülach, ZH;47.51938248;8.542832375;53;Bülach;2.5;69;0;1680;24.35;21372;1328.278434;10973;28.03200449;74755.29466;237.4326233
459;1693998276-417;Nordstrasse 15, 8180 Bülach, ZH;47.52280807;8.53650856;53;Bülach;1.5;26;0;1500;57.69;21372;1328.278434;10973;28.03200449;74755.29466;464.3574646
460;1693998276-431;Kasernenstrasse 70, 8180 Bülach, ZH;47.5163269;8.531111717;53;Bülach;3;63;0;1850;29.37;21372;1328.278434;10973;28.03200449;74755.29466;148.2157507
461;1693998280-456;Allmendstrasse 32, 8180 Bülach, ZH;47.51484299;8.533146858;53;Bülach;3;59;0;1580;26.78;21372;1328.278434;10973;28.03200449;74755.29466;204.5744166
462;1693998321-687;Gussstrasse 34, 8180 Bülach, ZH;47.5257225;8.537474632;53;Bülach;3.5;96;0;2250;23.44;21372;1328.278434;10973;28.03200449;74755.29466;177.9630889
463;1693998326-711;Im Rietpark 15, 8180 Bülach, ZH;47.51199722;8.544596672;53;Bülach;3.5;93;0;1940;20.86;21372;1328.278434;10973;28.03200449;74755.29466;343.8596736
464;1693998335-751;Grampenweg 35, 8180 Bülach, ZH;47.51690674;8.53417778;53;Bülach;4.5;120;0;2460;20.5;21372;1328.278434;10973;28.03200449;74755.29466;347.0117159
465;1693998344-801;Südweg 4, 8180 Bülach, ZH;47.51263809;8.541931152;53;Bülach;6.5;166;0;3310;19.94;21372;1328.278434;10973;28.03200449;74755.29466;274.191853
466;1693998369-925;Kreuzstrasse 11, 8180 Bülach, ZH;47.51956558;8.541257858;53;Bülach;4.5;116;0;3190;27.5;21372;1328.278434;10973;28.03200449;74755.29466;100.2887287
467;1693998210-60;8340 Hinwil, ZH;47.2918129;8.820669174;117;Hinwil;5.5;135;0;3850;28.52;11277;506.1490126;6999;17.1056132;72055.02593;1658.031532
468;1693998256-329;Gerichtshausstr. 3, 8340 Hinwil, ZH;47.30440521;8.845050812;117;Hinwil;4.5;92;0;1930;20.98;11277;506.1490126;6999;17.1056132;72055.02593;406.4460029
469;1693998360-869;Unterdorfstr. 10, 8340 Hinwil, ZH;47.30290604;8.837249756;117;Hinwil;4.5;111;0;2450;22.07;11277;506.1490126;6999;17.1056132;72055.02593;400.1803327
470;1693998364-900;Brandstr. 11b, 8340 Hinwil, ZH;47.29561234;8.840464592;117;Hinwil;3.5;104;0;2085;20.05;11277;506.1490126;6999;17.1056132;72055.02593;469.8934142
471;1693998210-62;8800 Thalwil, ZH;47.29138184;8.55769825;141;Thalwil;2.5;75;0;1900;25.33;18139;3298;6582;29.03136887;106812.9091;665.2981704
472;1693998252-296;Posilipostrasse 10, 8800 Thalwil, ZH;47.2844429;8.574564934;141;Thalwil;1;35;0;1600;45.71;18139;3298;6582;29.03136887;106812.9091;705.9142677
473;1693998252-306;Seestrasse 13, 8800 Thalwil, ZH;47.2825737;8.578234673;141;Thalwil;3.5;130;0;6490;49.92;18139;3298;6582;29.03136887;106812.9091;535.1276691
474;1693998256-320;Obstgartenstr. 30, 8136 Gattikon, ZH;47.28390503;8.549808502;141;Thalwil;3.5;88;0;2450;27.84;18139;3298;6582;29.03136887;106812.9091;960.6730499
475;1693998289-491;Sonnenmatt 8, 8136 Gattikon, ZH;47.28419876;8.546068192;141;Thalwil;3.5;91;0;2185;24.01;18139;3298;6582;29.03136887;106812.9091;732.4146524
476;1693998289-497;Gattikonerstr. 101, 8136 Gattikon, ZH;47.28419495;8.548237801;141;Thalwil;2.5;89;0;2570;28.88;18139;3298;6582;29.03136887;106812.9091;848.4338983
477;1693998301-562;Sonnenmatt 14, 8136 Gattikon, ZH;47.28471375;8.545886993;141;Thalwil;3.5;102;0;2290;22.45;18139;3298;6582;29.03136887;106812.9091;680.4788274
478;1693998301-567;Alte Landstrasse 38, 8800 Thalwil, ZH;47.28464127;8.572096825;141;Thalwil;2;53;0;1730;32.64;18139;3298;6582;29.03136887;106812.9091;769.2874905
479;1693998317-664;Tischenlooweg 6, 8800 Thalwil, ZH;47.28198242;8.57791996;141;Thalwil;3.5;81;0;2650;32.72;18139;3298;6582;29.03136887;106812.9091;465.2955628
480;1693998210-63;8427 Rorbas, ZH;47.53139877;8.580067635;68;Rorbas;4.5;127;0;2500;19.69;2885;649.7747748;462;28.0762565;67331.3197;77.73797926
481;1693998313-631;Tössstr. 49, 8427 Rorbas, ZH;47.53366089;8.578751564;68;Rorbas;2.5;90;0;2120;23.56;2885;649.7747748;462;28.0762565;67331.3197;342.9330749
482;1693998210-64;Breitenstrasse 14, 8134 Adliswil, ZH;47.30633926;8.519155502;131;Adliswil;3.5;71;0;2085;29.37;18944;2438.095238;7507;37.78505068;86141.18828;704.8660072
483;1693998210-69;8041 Zürich, ZH;47.32240295;8.513796806;131;Adliswil;2.5;73;0;3460;47.4;18944;2438.095238;7507;37.78505068;86141.18828;423.1986695
484;1693998233-185;Bernhofstrasse 52, 8134 Adliswil, ZH;47.30489731;8.521225929;131;Adliswil;3.5;65;0;1650;25.38;18944;2438.095238;7507;37.78505068;86141.18828;765.6183688
485;1693998265-370;Albisstrasse 51, 8134 Adliswil, ZH;47.30401611;8.522690773;131;Adliswil;3.5;85;0;2095;24.65;18944;2438.095238;7507;37.78505068;86141.18828;827.5125355
486;1693998272-405;Soodstrasse 14, 8134 Adliswil, ZH;47.31591797;8.525667191;131;Adliswil;1;16;0;690;43.12;18944;2438.095238;7507;37.78505068;86141.18828;409.3963335
487;1693998317-663;Rütistr. 42, 8134 Adliswil, ZH;47.3057518;8.529612541;131;Adliswil;2.5;72;0;1787;24.82;18944;2438.095238;7507;37.78505068;86141.18828;709.5354535
488;1693998330-736;Glärnischstrasse 1, 8134 Adliswil, ZH;47.32118988;8.518392563;131;Adliswil;5.5;132;0;3111;23.57;18944;2438.095238;7507;37.78505068;86141.18828;275.1682647
489;1693998360-868;Rütistr. 74, 8134 Adliswil, ZH;47.30628204;8.531023979;131;Adliswil;2.5;67;0;1807;26.97;18944;2438.095238;7507;37.78505068;86141.18828;721.5371825
490;1693998373-959;Rainstrasse 10, 8134 Adliswil, ZH;47.32304764;8.517567635;131;Adliswil;4.5;124;0;3590;28.95;18944;2438.095238;7507;37.78505068;86141.18828;420.7689571
491;1693998210-66;8636 Wald ZH, ZH;47.27400589;8.915390968;120;Wald (ZH);3.5;113;0;2150;19.03;10096;399.5251286;3460;26.56497623;62000.54187;51.09501676
492;1693998233-176;8636 Wald ZH, ZH;47.27400589;8.915390968;120;Wald (ZH);3.5;90;0;1420;15.78;10096;399.5251286;3460;26.56497623;62000.54187;51.09501676
493;1693998360-874;Nordeckstrasse 10, 8636 Wald ZH, ZH;47.26802826;8.915932655;120;Wald (ZH);3.5;91;0;1800;19.78;10096;399.5251286;3460;26.56497623;62000.54187;646.823905
494;1693998210-71;Chrüzweg 4, 8805 Richterswil, ZH;47.20819092;8.706659317;138;Richterswil;4;83;0;1975;23.8;13632;1810.358566;4293;19.47623239;87950.12552;74.90822662
495;1693998214-95;Mülibachstrasse 9, 8805 Richterswil, ZH;47.2037468;8.705288887;138;Richterswil;3.5;105;1;3410;32.48;13632;1810.358566;4293;19.47623239;87950.12552;188.7546684
496;1693998228-155;Kirchstrasse 5, 8805 Richterswil, ZH;47.20791245;8.704605103;138;Richterswil;2.5;73;0;2067;28.32;13632;1810.358566;4293;19.47623239;87950.12552;106.1221177
497;1693998265-380;Schwyzerstr. 7, 8805 Richterswil, ZH;47.20464325;8.707936287;138;Richterswil;3;63;0;1465;23.25;13632;1810.358566;4293;19.47623239;87950.12552;113.0773676
498;1693998309-608;Sagenbachstrasse 6, 8833 Samstagern, ZH;47.19528961;8.681655884;138;Richterswil;1;81;0;2195;27.1;13632;1810.358566;4293;19.47623239;87950.12552;950.8151731
499;1693998369-918;Dorfstrasse 89, 8805 Richterswil, ZH;47.21140671;8.70297718;138;Richterswil;2.5;80;1;3000;37.5;13632;1810.358566;4293;19.47623239;87950.12552;171.322346
500;1693998214-76;8154 Oberglatt ZH, ZH;47.48006821;8.524243355;92;Oberglatt;2.5;88;0;2010;22.84;7228;876.1212121;1748;37.17487548;64532.32286;918.4803773
501;1693998240-222;Burbelweg 2a, 8154 Oberglatt ZH, ZH;47.48086929;8.508453369;92;Oberglatt;2.5;140;0;2715;19.39;7228;876.1212121;1748;37.17487548;64532.32286;922.6089834
502;1693998243-243;8154 Oberglatt ZH, ZH;47.48006821;8.524243355;92;Oberglatt;6;150;0;4800;32;7228;876.1212121;1748;37.17487548;64532.32286;918.4803773
503;1693998321-676;Dorfstrasse 15, 8154 Oberglatt ZH, ZH;47.47769165;8.523736954;92;Oberglatt;4.5;73;0;1780;24.38;7228;876.1212121;1748;37.17487548;64532.32286;720.9414251
504;1693998326-704;Allmendstrasse 46, 8154 Oberglatt ZH, ZH;47.47076797;8.512127876;92;Oberglatt;3.5;85;0;1785;21;7228;876.1212121;1748;37.17487548;64532.32286;465.0479182
505;1693998214-85;Alter Seeweg, 8124 Maur, ZH;47.33884811;8.672297478;195;Maur;3.5;118;0;3400;28.81;10468;708.7339201;2212;21.50363011;113099.9557;79.52878356
506;1693998265-383;Forchstrasse 129b, 8127 Forch, ZH;47.32352448;8.656710625;195;Maur;5.5;159;0;5100;32.08;10468;708.7339201;2212;21.50363011;113099.9557;294.8168935
507;1693998214-86;Friedhofstrasse 9, 8104 Weiningen ZH, ZH;47.42219162;8.435792923;251;Weiningen (ZH);1;30;0;500;16.67;4813;894.6096654;2177;29.08788697;80124.20414;1949.127425
508;1693998317-671;Hängertenstr. 9, 8104 Weiningen ZH, ZH;47.41659164;8.444244385;251;Weiningen (ZH);4.5;110;0;2500;22.73;4813;894.6096654;2177;29.08788697;80124.20414;1218.23812
509;1693998369-920;Badenerstrasse 17a, 8104 Weiningen ZH, ZH;47.41889572;8.432320595;251;Weiningen (ZH);3.5;80;0;1820;22.75;4813;894.6096654;2177;29.08788697;80124.20414;2026.488361
510;1693998214-88;Dorfstrasse 2, 8309 Nürensdorf, ZH;47.45838928;8.63862896;64;Nürensdorf;5.5;150;0;4500;30;5602;557.9681275;1031;16.81542306;99039.71767;651.6580051
512;1693998214-92;Niderdürstelenstrasse 59, 8494 Bauma, ZH;47.37016296;8.855679512;297;Bauma;3.5;73;0;1950;26.71;4873;165.0186251;1937;15.53457829;65380.98802;1671.98674
513;1693998280-445;Felmisstrasse 48, 8494 Bauma, ZH;47.37550735;8.854137421;297;Bauma;6.5;120;0;1900;15.83;4873;165.0186251;1937;15.53457829;65380.98802;1958.31865
514;1693998214-94;8704 Herrliberg, ZH;47.28742218;8.617650032;152;Herrliberg;1;18;0;1150;63.89;6460;718.5761958;1413;22.44582043;174166.3122;393.5771871
515;1693998214-96;Rauchackerstrasse 48, 8102 Oberengstringen, ZH;47.40972137;8.45624733;245;Oberengstringen;1;25;0;1290;51.6;6738;3133.953488;1170;34.04571089;77916.76052;160.8254254
516;1693998317-654;Zürcherstrasse 27, 8102 Oberengstringen, ZH;47.40513992;8.475050926;245;Oberengstringen;3.5;70;0;1849;26.41;6738;3133.953488;1170;34.04571089;77916.76052;484.7939585
517;1693998349-820;Kirchweg 38, 8102 Oberengstringen, ZH;47.40537262;8.471950531;245;Oberengstringen;3.5;72;0;1830;25.42;6738;3133.953488;1170;34.04571089;77916.76052;731.4647133
518;1693998377-965;Neugutstrasse 26, 8102 Oberengstringen, ZH;47.40811539;8.456278801;245;Oberengstringen;4.5;98;0;2705;27.6;6738;3133.953488;1170;34.04571089;77916.76052;308.8101555
519;1693998219-117;Obermattweg 3, 8545 Rickenbach ZH, ZH;47.54986954;8.794327736;225;Rickenbach (ZH);4.5;124;0;2170;17.5;2749;456.6445183;552;11.8224809;77073.3519;1098.584002
520;1693998224-121;Mitteldorfstrasse 27, 8475 Ossingen, ZH;47.61135101;8.726527214;37;Ossingen;4.5;106;0;2170;20.47;1668;127.4255157;426;11.75059952;69648.62543;37.57041901
521;1693998224-122;Rainstrasse 80, 8712 Stäfa, ZH;47.24862671;8.720181465;158;Stäfa;4.5;148;0;4400;29.73;14718;1713.38766;6193;19.32327762;99050.82774;804.6556205
522;1693998228-164;Eichstrasse 7, 8712 Stäfa, ZH;47.23812485;8.73893261;158;Stäfa;4.5;144;0;3200;22.22;14718;1713.38766;6193;19.32327762;99050.82774;468.7525913
523;1693998256-316;Rainstrasse 80, 8712 Stäfa, ZH;47.24862671;8.720181465;158;Stäfa;4.5;148;0;4400;29.73;14718;1713.38766;6193;19.32327762;99050.82774;804.6556205
524;1693998354-853;Goethestr. 28, 8712 Stäfa, ZH;47.24065399;8.724438667;158;Stäfa;2.5;55;0;1915;34.82;14718;1713.38766;6193;19.32327762;99050.82774;36.2836285
525;1693998224-126;Neunfornerstrasse 4, 8479 Altikon, ZH;47.57373428;8.781241417;211;Altikon;4.5;133;0;2000;15.04;698;90.64935065;144;8.595988539;71101.60772;2268.819815
526;1693998369-916;Feldistrasse 6, 8479 Altikon, ZH;47.5733757;8.782827377;211;Altikon;3.5;95;0;1940;20.42;698;90.64935065;144;8.595988539;71101.60772;2282.542876
527;1693998224-127;Binzstr. 41, 8620 Wetzikon ZH, ZH;47.3293457;8.800528526;121;Wetzikon (ZH);3.5;74;0;1989;26.88;24990;1486.61511;14163;25.99439776;68356.14277;156.0036409
528;1693998228-151;Goldbühlstrasse 15, 8620 Wetzikon ZH, ZH;47.32805634;8.806318283;121;Wetzikon (ZH);4.5;98;0;2200;22.45;24990;1486.61511;14163;25.99439776;68356.14277;397.6637257
529;1693998233-189;Bahnhofstrasse 99i, 8620 Wetzikon ZH, ZH;47.32447815;8.79788208;121;Wetzikon (ZH);3.5;80;0;2280;28.5;24990;1486.61511;14163;25.99439776;68356.14277;209.7880805
530;1693998240-236;Weststrasse 50, 8620 Wetzikon ZH, ZH;47.32775116;8.7946558;121;Wetzikon (ZH);3.5;89;0;2351;26.42;24990;1486.61511;14163;25.99439776;68356.14277;273.6706976
531;1693998243-257;Schlossbachstrasse 24, 8620 Wetzikon ZH, ZH;47.32216263;8.798130035;121;Wetzikon (ZH);5.5;114;0;2470;21.67;24990;1486.61511;14163;25.99439776;68356.14277;467.7072148
532;1693998297-536;8620 Wetzikon ZH, ZH;47.30898285;8.79793644;121;Wetzikon (ZH);4.5;120;0;3440;28.67;24990;1486.61511;14163;25.99439776;68356.14277;517.6184266
533;1693998301-563;Poststrasse 12, 8620 Wetzikon ZH, ZH;47.31987;8.79102993;121;Wetzikon (ZH);2.5;78;0;1750;22.44;24990;1486.61511;14163;25.99439776;68356.14277;89.77999751
534;1693998330-735;Tannenrainstr. 9, 8620 Wetzikon ZH, ZH;47.31309509;8.792524338;121;Wetzikon (ZH);2.5;51;0;1495;29.31;24990;1486.61511;14163;25.99439776;68356.14277;358.3287946
535;1693998340-784;Weststrasse 80, 8620 Wetzikon ZH, ZH;47.3312149;8.797296524;121;Wetzikon (ZH);4.5;104;0;2406;23.13;24990;1486.61511;14163;25.99439776;68356.14277;401.0693685
536;1693998340-792;Tannenrainstr. 11, 8620 Wetzikon ZH, ZH;47.31320953;8.792909622;121;Wetzikon (ZH);3.5;76;0;1835;24.14;24990;1486.61511;14163;25.99439776;68356.14277;327.629057
537;1693998344-814;Tösstalstr. 124, 8623 Wetzikon ZH, ZH;47.32863235;8.822933197;121;Wetzikon (ZH);3.5;76;0;1841;24.22;24990;1486.61511;14163;25.99439776;68356.14277;962.405393
538;1693998349-817;Usterstrasse 63C, 8620 Wetzikon ZH, ZH;47.32746124;8.793194771;121;Wetzikon (ZH);2.5;57;0;1790;31.4;24990;1486.61511;14163;25.99439776;68356.14277;233.5295972
539;1693998354-851;Preyenstr. 37, 8623 Wetzikon ZH, ZH;47.32847595;8.821612358;121;Wetzikon (ZH);4.5;95;0;2304;24.25;24990;1486.61511;14163;25.99439776;68356.14277;883.5868407
540;1693998354-852;Preyenstr. 27, 8623 Wetzikon ZH, ZH;47.32875061;8.821177483;121;Wetzikon (ZH);3.5;95;0;2742;28.86;24990;1486.61511;14163;25.99439776;68356.14277;839.7194647
541;1693998360-866;Mönchbergstr. 5, 8623 Wetzikon ZH, ZH;47.32914734;8.82100296;121;Wetzikon (ZH);3.5;75;0;1710;22.8;24990;1486.61511;14163;25.99439776;68356.14277;806.5970826
542;1693998360-878;Tösstalstr. 116, 8623 Wetzikon ZH, ZH;47.32901001;8.822156906;121;Wetzikon (ZH);3.5;96;0;2836;29.54;24990;1486.61511;14163;25.99439776;68356.14277;891.100071
543;1693998360-887;Bahnhofstr. 212, 8620 Wetzikon ZH, ZH;47.32878113;8.804042816;121;Wetzikon (ZH);2.5;65;0;1545;23.77;24990;1486.61511;14163;25.99439776;68356.14277;331.468895
544;1693998364-893;Schellerstrasse 23, 8620 Wetzikon ZH, ZH;47.32172012;8.785868645;121;Wetzikon (ZH);3.5;83;0;1920;23.13;24990;1486.61511;14163;25.99439776;68356.14277;362.0555531
545;1693998364-912;Feldweg 8, 8623 Wetzikon ZH, ZH;47.33178329;8.807315826;121;Wetzikon (ZH);3;63;0;1700;26.98;24990;1486.61511;14163;25.99439776;68356.14277;36.1462338
546;1693998373-939;Tödistrasse 5, 8620 Wetzikon ZH, ZH;47.32584381;8.797143936;121;Wetzikon (ZH);5.5;160;0;2760;17.25;24990;1486.61511;14163;25.99439776;68356.14277;62.95324471
547;1693998224-128;Müliwiesstrasse 71, 8487 Zell ZH, ZH;47.44268417;8.820551872;231;Zell (ZH);4.5;133;0;2450;18.42;6299;485.6592136;1476;22.38450548;65617.33388;1657.249679
548;1693998369-914;Alte Dorfstrasse 17, 8487 Zell ZH, ZH;47.44674301;8.8237257;231;Zell (ZH);3.5;70;0;1855;26.5;6299;485.6592136;1476;22.38450548;65617.33388;2152.095331
549;1693998224-132;Im Rebacher 10, 8118 Pfaffhausen, ZH;47.36219406;8.621418953;193;Fällanden;5.5;121;0;2900;23.97;8689;1361.912226;2946;24.21452411;90567.08366;892.5355295
550;1693998247-269;Huebwisstrasse 12, 8117 Fällanden, ZH;47.37641525;8.640762329;193;Fällanden;3.5;88;0;2850;32.39;8689;1361.912226;2946;24.21452411;90567.08366;290.5717025
551;1693998276-410;Bodenacherstrasse 18, 8121 Benglen, ZH;47.36153793;8.635826111;193;Fällanden;4.5;102;0;2500;24.51;8689;1361.912226;2946;24.21452411;90567.08366;220.3318229
552;1693998280-448;Letzacherstrasse 4, 8117 Fällanden, ZH;47.37361908;8.634839058;193;Fällanden;5.5;199;0;3800;19.1;8689;1361.912226;2946;24.21452411;90567.08366;470.708875
553;1693998301-571;Zilstr. 1, 8117 Fällanden, ZH;47.37375259;8.635806084;193;Fällanden;4.5;111;0;2530;22.79;8689;1361.912226;2946;24.21452411;90567.08366;397.2477565
554;1693998305-584;Benglenstrasse 18, 8118 Pfaffhausen, ZH;47.36293411;8.621701241;193;Fällanden;3.5;91;0;2267;24.91;8689;1361.912226;2946;24.21452411;90567.08366;888.999491
555;1693998335-750;Rütistrasse 14, 8118 Pfaffhausen, ZH;47.36319351;8.617014885;193;Fällanden;4.5;99;0;2448;24.73;8689;1361.912226;2946;24.21452411;90567.08366;1240.141913
556;1693998224-139;Wolfgrabenstrasse 15c, 8135 Langnau am Albis, ZH;47.28543091;8.530309677;136;Langnau am Albis;4.5;111;0;3130;28.2;7727;891.2341407;1533;27.78568655;92705.07599;851.2772692
557;1693998256-326;Wildenbühlstr. 15, 8135 Langnau am Albis, ZH;47.28489304;8.535119057;136;Langnau am Albis;5.5;145;0;3100;21.38;7727;891.2341407;1533;27.78568655;92705.07599;595.9418948
558;1693998280-440;Sägereistrasse 12, 8135 Langnau am Albis, ZH;47.29189682;8.524370193;136;Langnau am Albis;5;120;0;3095;25.79;7727;891.2341407;1533;27.78568655;92705.07599;1013.746294
559;1693998224-140;Eilweg 8, 8634 Hombrechtikon, ZH;47.24886322;8.772636414;153;Hombrechtikon;4.5;81;0;1750;21.6;8775;720.4433498;2910;20.67236467;79504.51734;411.9789131
560;1693998240-224;Eichwisstrasse, 8634 Hombrechtikon, ZH;47.25366211;8.780940056;153;Hombrechtikon;3.5;84;0;2280;27.14;8775;720.4433498;2910;20.67236467;79504.51734;569.3099091
561;1693998272-397;Rickenstrasse 5, 8634 Hombrechtikon, ZH;47.25240707;8.780772209;153;Hombrechtikon;3;58;0;1575;27.16;8775;720.4433498;2910;20.67236467;79504.51734;562.1066926
562;1693998285-478;Im Zentrum 12, 8634 Hombrechtikon, ZH;47.25249863;8.767959595;153;Hombrechtikon;2.5;78;0;1874;24.03;8775;720.4433498;2910;20.67236467;79504.51734;26.61993636
563;1693998301-574;Sunnehalde 5, 8634 Hombrechtikon, ZH;47.2474823;8.7721138;153;Hombrechtikon;1;20;0;893;44.65;8775;720.4433498;2910;20.67236467;79504.51734;530.5603242
564;1693998309-610;Grossacherstrasse 20, 8634 Hombrechtikon, ZH;47.25127411;8.777853012;153;Hombrechtikon;3;58;0;1369;23.6;8775;720.4433498;2910;20.67236467;79504.51734;398.2964734
565;1693998313-643;Heusserstrasse 17, 8634 Hombrechtikon, ZH;47.25415039;8.775025368;153;Hombrechtikon;4.5;94;0;1945;20.69;8775;720.4433498;2910;20.67236467;79504.51734;157.2997435
566;1693998317-652;Heusserstrasse 3, 8634 Hombrechtikon, ZH;47.25440598;8.773088455;153;Hombrechtikon;4.5;94;0;2072;22.04;8775;720.4433498;2910;20.67236467;79504.51734;133.3875342
567;1693998228-147;Wehntalerstrasse 38, 8157 Dielsdorf, ZH;47.48212433;8.45338726;86;Dielsdorf;5.5;120;0;2950;24.58;5966;1016.354344;4370;31.84713376;75514;92.57932381
568;1693998317-650;Schulstrasse 5, 8157 Dielsdorf, ZH;47.48201752;8.454813004;86;Dielsdorf;3;73;0;1825;25;5966;1016.354344;4370;31.84713376;75514;102.8136815
569;1693998321-679;Gumpenwiesenstr. 33, 8157 Dielsdorf, ZH;47.47614288;8.456404686;86;Dielsdorf;3.5;79;0;1650;20.89;5966;1016.354344;4370;31.84713376;75514;610.4837235
570;1693998344-812;Regensbergstrasse 11, 8157 Dielsdorf, ZH;47.48141861;8.451350212;86;Dielsdorf;2.5;48;0;1680;35;5966;1016.354344;4370;31.84713376;75514;189.2995804
571;1693998373-944;Sandbuckweg 7, 8157 Dielsdorf, ZH;47.47729874;8.456282616;86;Dielsdorf;4.5;81;0;2150;26.54;5966;1016.354344;4370;31.84713376;75514;486.6207502
572;1693998228-149;Brunnenwiesenstrasse 15, 8105 Regensdorf, ZH;47.4283371;8.480559349;96;Regensdorf;4.5;177;0;3970;22.43;18540;1268.125855;11126;35.57173679;72286.7727;1085.002525
573;1693998233-174;Loowiesenstrasse 41, 8106 Adlikon b. Regensdorf, ZH;47.45358276;8.46252346;96;Regensdorf;3.5;95;0;2210;23.26;18540;1268.125855;11126;35.57173679;72286.7727;513.4211816
574;1693998305-600;Obstgartenstrasse 30, 8105 Regensdorf, ZH;47.42833328;8.466853142;96;Regensdorf;3;54;0;1640;30.37;18540;1268.125855;11126;35.57173679;72286.7727;240.6646927
575;1693998317-660;Wehntalerstrasse 295, 8106 Adlikon b. Regensdorf, ZH;47.4489975;8.466146469;96;Regensdorf;4.5;104;0;2500;24.04;18540;1268.125855;11126;35.57173679;72286.7727;117.5033685
