listing_id,district,latitude,longitude,rooms,living_area,year_built,floor,has_balcony,has_elevator,monthly_rent_chf
LS-100198,D03,47.350922,8.532543,2.0,57.3 m2,1960.0,3,yes,0,1245.0
LS-101768,D12,47.368482,8.565648,2.5,53.6 m2,1954.0,7,no,1,1210.0
LS-102240,D04,47.36149,8.561193,2.0,42.2 m2,1983.0,6,yes,1,1475.0
LS-100404,D02,47.374074,8.519958,3.0,78.8 sqm,1921.0,1,no,1,1695.0
LS-102693,D05,47.361556,8.489129,2.5,77.5 m2,1934.0,-99,yes,1,1280.0
LS-101242,D05,47.35161,8.488094,4.5,101.0 m2,1915.0,6,yes,1,1865.0
LS-100483,D09,47.365929,8.478868,1.5,43.7 m2,1995.0,1,no,0,770.0
LS-101182,D07,47.362989,8.473576,2.5,80.0 m2,,5,yes,1,1385.0
LS-101339,D03,47.367595,8.541737,3.5,113.6 m2,1954.0,6,yes,1,3420.0
LS-101280,D05,47.363392,8.489427,2.0,50.9 m2,2023.0,5,yes,1,1215.0
LS-101031,D08,47.400387,8.496838,2.5,61.8 m2,2020.0,5,no,1,1260.0
LS-100791,D02,47.378537,8.51339,3.0,61.3 m2,2007.0,0,yes,0,1440.0
LS-100799,D01,47.368724,8.558459,3.5,88.1 m2,1966.0,0,yes,1,1675.0
LS-101201,D04,47.35344,8.573877,4.0,100.7 m2,1943.0,3,yes,1,2505.0
LS-100422,D03,47.374049,8.528905,2.5,76.4 m2,,2,yes,1,1925.0
LS-101443,D03,47.351377,8.548965,3.0,99.0 m2,1942.0,7,yes,1,2090.0
LS-101883,D10,47.360627,8.515647,3.0,85.7 m2,1942.0,6,yes,1,2035.0
LS-102803,D05,47.355872,8.507482,2.0,53.9 m2,1977.0,0,no,1,990.0
LS-101479,D02,47.379099,8.509216,2.5,72.3 m2,1892.0,2,yes,1,1595.0
LS-101928,D08,47.397982,8.500128,1.5,40.7 m2,1905.0,2,no,0,545.0
LS-102552,D08,47.404177,8.502078,2.5,79.0 m2,1985.0,2,yes,0,1380.0
LS-101529,D12,47.377805,8.561575,3.5,124.7 m2,1903.0,1,yes,1,2160.0
LS-100902,D03,47.35864,8.552963,2.5,61.4 m2,2015.0,8,no,1,1755.0
LS-100685,D06,47.340618,8.520313,3.5,104.5 m2,1913.0,-99,yes,1,1840.0
LS-101551,D05,47.370832,8.479684,3.0,98.6 m2,1983.0,5,yes,1,1840.0
LS-100159,D10,47.352957,8.52496,3.0,69.0 m2,1951.0,2,yes,0,1290.0
LS-100999,D03,47.366133,8.554055,3.0,91.5 m2,1976.0,7,yes,1,2310.0
LS-102952,D02,47.364464,8.503324,5.5,153.5 m2,1909.0,0,yes,0,2540.0
LS-102858,D11,47.384013,8.495858,2.0,50.4 m2,1917.0,6,yes,1,1110.0
LS-102250,D02,47.375236,8.503559,2.0,62.1 m2,1938.0,4,yes,1,1465.0
LS-100112,D07,47.357916,8.478788,5.0,137.6 m2,1950.0,5,no,1,2100.0
LS-102884,D02,47.381649,8.506435,3.0,68.1 m2,1988.0,7,yes,1,1680.0
LS-101446,D08,47.400093,8.49655,1.5,35.2 m2,1931.0,5,no,1,515.0
LS-101952,D12,47.376187,8.547727,1.0,39.0 m2,1903.0,5,no,1,880.0
LS-100922,D03,47.358481,8.54936,3.0,85.2 m2,1954.0,7,no,1,1940.0
LS-101624,D03,47.363457,8.532305,3.5,63.8 m2,1934.0,2,no,1,1365.0
LS-102615,D07,47.366301,8.48061,4.0,95.8 m2,1893.0,7,yes,1,1760.0
LS-101319,D07,47.366494,8.47674,5.5,126.4 m2,1909.0,1,no,1,1860.0
LS-101663,D07,47.377648,8.471471,3.5,95.2 m2,2001.0,3,no,1,1615.0
LS-100815,D11,47.381448,8.493975,1.0,23.2 m2,1995.0,7,yes,1,545.0
LS-102266,D08,47.406113,8.49229,3.5,92.6 m2,1985.0,8,no,1,1120.0
LS-101473,D04,47.339232,8.562285,3.5,87.5 m2,1962.0,2,no,1,1895.0
LS-101773,D07,47.363302,8.482881,2.0,46.7 m2,1988.0,8,yes,1,1040.0
LS-100679,D12,47.382672,8.552965,2.0,41.8 m2,1918.0,0,yes,0,755.0
LS-102591,D05,47.361188,8.498041,3.0,79.8 m2,1995.0,6,yes,1,1735.0
LS-101093,D02,47.388084,8.510157,4.5,103.3 m2,1938.0,0,yes,1,1910.0
LS-100080,D06,47.347522,8.521233,5.0,146.1 m2,1979.0,5,yes,1,2980.0
LS-101950,D09,47.354817,8.471527,2.5,75.3 m2,2009.0,7,yes,1,1255.0
LS-102494,D07,47.367439,8.462801,3.0,78.4 m2,2013.0,0,no,0,1155.0
LS-101239,D11,47.382512,8.489835,3.0,71.1 m2,1911.0,3,yes,0,1300.0
LS-100329,D10,47.352849,8.525598,3.0,94.4 m2,1938.0,0,no,0,1305.0
LS-100242,D08,47.399281,8.489886,4.0,145.7 m2,1956.0,2,no,0,2015.0
LS-100641,D11,47.378035,8.484205,4.5,140.4 m2,1918.0,0,no,1,2365.0
LS-100696,D07,47.363178,8.477415,2.5,63.3 m2,1916.0,1,no,0,1045.0
LS-102257,D02,47.369162,8.497421,2.5,76.3 m2,1937.0,5,yes,1,1680.0
LS-100753,D12,47.376671,8.553827,4.5,101.9 m2,1901.0,2,no,0,1980.0
LS-100435,D03,47.358668,8.530484,4.0,101.1 m2,1971.0,6,no,1,2275.0
LS-101563,D06,47.349019,8.526528,3.5,59.9 m2,2019.0,6,yes,1,1915.0
LS-101934,D05,47.367344,8.498217,1.0,18.3 m2,1965.0,1,no,1,450.0
LS-102797,D07,47.372403,8.477431,1.5,42.2 m2,,8,yes,1,830.0
LS-101712,D06,47.347186,8.520802,3.5,78.0 m2,1962.0,8,yes,1,1755.0
LS-100551,D05,47.358516,8.504655,5.5,152.4 m2,2004.0,6,yes,1,3075.0
LS-102846,D01,47.37769,8.542922,4.0,114.1 sqm,1981.0,1,yes,0,2225.0
LS-100601,D10,47.354953,8.542857,4.0,108.8 m2,1970.0,4,no,0,1745.0
LS-101964,D02,47.388232,8.505245,3.0,80.1 m2,2022.0,4,no,1,2095.0
LS-101013,D08,47.410533,8.494169,4.0,103.8 m2,1986.0,7,yes,1,1515.0
LS-102497,D11,47.388664,8.487973,3.5,78.8 m2,1929.0,2,no,0,1105.0
LS-101427,D02,47.385212,8.516676,4.0,71.5 m2,1971.0,2,yes,1,1610.0
LS-102012,D11,47.386821,8.487329,4.0,77.5 m2,,7,no,1,1320.0
LS-101386,D07,47.367794,8.482187,3.5,91.1 m2,1924.0,6,yes,1,1390.0
LS-101295,D10,47.359698,8.540301,2.5,60.6 m2,1995.0,4,yes,1,1125.0
LS-100466,D10,47.346807,8.529665,2.5,66.3 m2,2016.0,2,yes,1,1955.0
LS-101499,D02,47.37075,8.496024,5.0,152.2 m2,,1,yes,1,2850.0
LS-102606,D02,47.379561,8.51284,4.0,92.0 m2,1993.0,2,yes,1,2080.0
LS-102975,D08,47.401366,8.488656,4.0,122.0 m2,1928.0,2,no,1,1705.0
LS-100277,D01,47.372766,8.555439,3.0,80.6 m2,1922.0,4,yes,1,1520.0
LS-101069,D10,47.347303,8.531646,3.0,87.8 m2,,6,no,1,1705.0
LS-101548,D06,47.346235,8.525348,3.5,97.3 m2,1967.0,1,no,1,1750.0
LS-101024,D01,47.38222,8.55956,3.5,70.5 m2,2013.0,5,yes,1,1545.0
LS-101465,D10,47.360815,8.527435,4.5,132.3 m2,1932.0,1,no,1,2575.0
LS-100940,D10,47.356301,8.52875,2.0,57.4 m2,,0,yes,1,1200.0
LS-101466,D11,47.385329,8.492434,3.0,64.9 m2,1983.0,8,yes,1,1395.0
LS-101323,D07,47.367121,8.480971,2.5,46.0 m2,1915.0,0,yes,1,865.0
LS-101399,D06,47.339825,8.525685,3.0,84.0 m2,1910.0,7,yes,1,1345.0
LS-102514,D10,47.353926,8.524582,4.0,104.6 m2,2003.0,6,yes,1,2105.0
LS-101449,D05,47.358222,8.49679,2.5,75.0 sqm,,5,yes,1,1665.0
LS-100906,D04,47.344993,8.5591,4.5,133.3 m2,1923.0,8,no,1,2785.0
LS-102710,D02,47.372208,8.508568,1.5,54.7 m2,,0,no,0,1075.0
LS-101895,D01,47.364008,8.550416,4.0,101.8 m2,1934.0,5,no,1,1970.0
LS-100388,D05,47.364733,8.490539,4.5,97.7 m2,1946.0,0,yes,1,1885.0
LS-102070,D05,47.362661,8.497884,4.5,137.0 m2,2017.0,1,yes,0,3035.0
LS-102398,D04,47.346455,8.568628,3.0,99.0 m2,1985.0,0,no,1,1885.0
LS-102172,D04,47.345966,8.554963,1.0,36.3 m2,1903.0,3,no,0,575.0
LS-100880,D10,47.35273,8.543891,1.0,31.8 m2,1989.0,0,no,1,455.0
LS-102769,D05,47.363731,8.488795,3.5,82.8 m2,2023.0,4,no,0,1830.0
LS-100050,D06,47.338628,8.507854,2.5,63.6 m2,1992.0,-99,no,0,1055.0
LS-101887,D09,47.35886,8.465129,2.5,62.0 m2,1958.0,3,no,0,510.0
LS-101702,D02,47.381212,8.523543,2.5,59.7 m2,1928.0,4,yes,1,1565.0
LS-100133,D06,47.352033,8.523417,2.5,69.2 m2,1907.0,7,no,1,1380.0
LS-101105,D08,47.410136,8.493205,1.0,21.2 m2,1975.0,5,yes,1,475.0
LS-100703,D10,47.347876,8.544781,4.5,84.5 m2,,5,yes,1,1435.0
LS-100482,D08,47.41448,8.495682,4.5,109.4 m2,1977.0,5,yes,1,1540.0
LS-101145,D12,47.381987,8.552436,2.5,49.4 m2,1985.0,0,no,1,1135.0
LS-102038,D06,47.349076,8.509677,3.0,73.3 m2,1972.0,2,yes,1,1240.0
LS-102978,D12,47.384631,8.554286,2.5,72.3 m2,1925.0,7,no,1,1175.0
LS-100066,D12,47.375354,8.553198,2.5,66.3 m2,1939.0,0,yes,1,1105.0
LS-102313,D11,47.371108,8.487147,3.0,78.0 m2,2001.0,6,no,1,1565.0
LS-102671,D09,47.364944,8.470165,2.5,83.2 m2,1981.0,1,no,0,885.0
LS-100907,D11,47.375726,8.502883,2.5,51.2 m2,1938.0,8,no,1,1110.0
LS-100031,D08,47.409623,8.492472,4.0,83.5 m2,1966.0,8,no,1,1100.0
LS-102870,D01,47.363928,8.540789,3.5,90.9 m2,2004.0,0,no,0,1885.0
LS-100010,D12,47.3866,8.544823,3.5,109.9 m2,,-99,yes,0,2120.0
LS-100064,D05,47.358934,8.51113,3.0,81.7 m2,1984.0,1,yes,1,2120.0
LS-100776,D10,47.352686,8.550577,2.5,64.5 m2,1987.0,3,no,0,1100.0
LS-100077,D02,47.369438,8.497011,3.5,91.0 m2,1938.0,2,yes,0,1665.0
LS-100491,D05,47.346074,8.495842,2.0,50.1 m2,1895.0,8,no,1,880.0
LS-102653,D09,47.346587,8.466055,3.0,73.4 m2,1971.0,2,no,1,775.0
LS-102113,D10,47.352428,8.542339,4.5,116.7 m2,1991.0,6,no,1,2175.0
LS-102794,D09,47.358538,8.471448,3.0,68.1 sqm,,2,yes,0,515.0
LS-102344,D04,47.353334,8.553113,1.5,50.4 m2,2022.0,4,no,1,1990.0
LS-100591,D06,47.344372,8.528613,2.5,73.4 m2,1901.0,1,yes,0,1265.0
LS-101285,D11,47.385138,8.495493,3.5,118.4 m2,1927.0,2,yes,0,2075.0
LS-102674,D12,47.380437,8.5606,2.0,52.3 m2,,6,yes,1,1260.0
LS-100724,D05,47.353761,8.490809,2.5,60.0 m2,1929.0,1,yes,1,1185.0
LS-102548,D03,47.373933,8.535937,2.0,38.5 m2,1921.0,4,no,0,985.0
LS-101212,D12,47.382558,8.549866,1.0,35.4 m2,2012.0,4,no,0,905.0
LS-102299,D10,47.342193,8.542533,3.5,93.7 m2,1949.0,4,yes,1,1505.0
LS-102610,D08,47.41079,8.491682,4.0,79.0 m2,1998.0,5,yes,1,995.0
LS-101637,D12,47.380982,8.543554,3.0,74.2 m2,1929.0,-99,yes,1,1635.0
LS-102890,D06,47.340858,8.527604,1.0,37.6 m2,1892.0,3,no,1,705.0
LS-102970,D01,47.366176,8.538848,3.0,67.3 m2,1992.0,2,yes,0,1575.0
LS-100982,D01,47.370955,8.552166,1.5,37.5 sqm,1913.0,7,no,1,1060.0
LS-100706,D12,47.374778,8.543657,3.0,81.7 m2,1915.0,6,yes,1,1775.0
LS-101687,D12,47.384458,8.540109,2.0,61.7 m2,1943.0,7,no,1,1685.0
LS-102651,D04,47.354457,8.578969,2.5,63.2 m2,1963.0,6,no,1,1315.0
LS-100273,D08,47.407763,8.50263,2.5,63.6 m2,1943.0,6,yes,1,940.0
LS-101709,D02,47.384965,8.50385,5.0,139.2 m2,1993.0,2,yes,1,2655.0
LS-102772,D06,47.345714,8.530887,3.0,82.1 m2,1902.0,0,no,0,1515.0
LS-100963,D09,47.357104,8.46741,3.0,101.8 m2,1892.0,3,yes,0,1165.0
LS-102543,D10,47.349933,8.52375,2.0,53.5 m2,1999.0,0,yes,1,775.0
LS-102889,D01,47.370434,8.538036,3.0,67.9 m2,1940.0,8,yes,1,1500.0
LS-102730,D09,47.354259,8.47918,1.5,45.4 m2,2021.0,6,no,1,1265.0
LS-102692,D08,47.393948,8.480168,5.0,144.5 m2,1923.0,1,yes,0,1840.0
LS-102586,D05,47.361842,8.49782,2.5,46.8 sqm,2020.0,8,yes,1,1510.0
LS-101452,D09,47.35717,8.477684,2.0,62.8 m2,2021.0,-99,no,1,1380.0
LS-100149,D10,47.356148,8.534024,3.5,84.4 m2,2016.0,4,no,1,2300.0
LS-101757,D03,47.354443,8.540141,3.0,72.6 m2,,8,yes,1,1690.0
LS-100218,D09,47.359787,8.46954,5.5,157.6 m2,1979.0,8,yes,1,1965.0
LS-100239,D12,47.372787,8.550713,3.0,60.8 m2,1920.0,3,no,1,1455.0
LS-101131,D10,47.359324,8.551011,5.0,134.6 m2,2005.0,3,no,0,2485.0
LS-102737,D12,47.381678,8.539277,2.0,50.3 m2,1999.0,8,no,1,1255.0
LS-102239,D05,47.354545,8.496761,5.0,118.7 m2,1990.0,6,yes,1,2230.0
LS-102381,D12,47.38631,8.552414,2.0,66.3 m2,1912.0,8,yes,1,1250.0
LS-101253,D03,47.359231,8.537941,2.0,54.7 m2,1990.0,4,yes,0,1560.0
LS-101053,D06,47.343418,8.514963,3.5,89.4 m2,1946.0,6,no,1,1710.0
LS-101668,D11,47.380816,8.489794,4.0,94.2 m2,2006.0,0,yes,0,1920.0
LS-102575,D07,47.363045,8.453564,2.5,79.9 m2,2012.0,7,yes,1,1625.0
LS-100891,D04,47.350256,8.555463,2.0,69.2 m2,1948.0,4,yes,0,1545.0
LS-101357,D05,47.364777,8.493178,1.5,42.8 m2,2000.0,2,no,1,745.0
LS-100775,D09,47.357664,8.477058,1.0,26.9 m2,1910.0,7,yes,1,675.0
LS-102654,D05,47.350304,8.494922,3.0,83.0 m2,1946.0,3,yes,1,1635.0
LS-100839,D05,47.361915,8.490308,3.0,94.7 m2,,2,no,0,1590.0
LS-100627,D05,47.373568,8.510757,2.5,85.6 m2,1905.0,5,yes,1,1920.0
LS-100323,D04,47.34782,8.563333,4.0,102.0 m2,1992.0,4,yes,0,2275.0
LS-102749,D09,47.355657,8.4696,3.0,49.0 m2,2009.0,5,no,1,610.0
LS-102979,D01,47.37117,8.547714,3.0,79.1 m2,1952.0,1,yes,1,1620.0
LS-101867,D08,47.416418,8.494039,1.0,33.6 m2,1942.0,4,yes,0,555.0
LS-101160,D12,47.378149,8.561884,3.5,107.9 m2,1987.0,2,yes,0,2055.0
LS-101076,D08,47.408299,8.507448,1.5,44.1 sqm,1898.0,2,no,1,620.0
LS-100437,D04,47.356831,8.56315,5.5,179.8 m2,,3,yes,0,4200.0
LS-100119,D10,47.349015,8.528004,1.5,25.0 m2,1920.0,8,yes,1,610.0
LS-102678,D01,47.361333,8.530785,1.0,23.1 m2,1902.0,3,yes,1,580.0
LS-102505,D11,47.383984,8.493278,4.0,110.9 m2,2012.0,5,yes,1,1990.0
LS-102683,D11,47.396652,8.489715,2.0,47.3 m2,1954.0,8,yes,1,975.0
LS-101814,D05,47.356591,8.49328,2.5,57.9 m2,1909.0,1,yes,0,1245.0
LS-101839,D03,47.359523,8.546852,2.0,69.3 m2,1938.0,2,yes,0,1650.0
LS-101026,D01,47.366377,8.543239,2.0,40.9 m2,2015.0,8,no,1,1490.0
LS-100076,D07,47.361179,8.474955,4.0,100.9 m2,2003.0,8,no,1,1575.0
LS-100900,D12,47.376339,8.546362,3.0,88.6 m2,1983.0,3,yes,0,1805.0
LS-100371,D03,47.357137,8.545182,2.5,75.7 m2,2015.0,2,yes,0,2250.0
LS-101204,D05,47.355646,8.494831,1.5,44.8 m2,1891.0,3,no,0,765.0
LS-102581,D11,47.394354,8.50673,2.0,66.7 m2,1933.0,5,yes,1,1505.0
LS-100941,D05,47.359835,8.499775,3.5,94.2 m2,1972.0,0,yes,1,1830.0
LS-100552,D12,47.390055,8.554877,3.0,84.2 m2,1913.0,0,no,0,1200.0
LS-100406,D08,47.399841,8.478518,4.5,122.3 m2,1981.0,3,yes,1,1680.0
LS-102117,D04,47.343952,8.569013,3.5,103.2 m2,1935.0,3,no,0,2115.0
LS-101613,D07,47.371652,8.47583,1.5,37.4 m2,1966.0,5,yes,1,855.0
LS-100968,D05,47.360931,8.493698,4.0,88.6 sqm,1894.0,-99,yes,1,1880.0
LS-102349,D10,47.346254,8.523174,3.5,128.4 m2,1923.0,7,yes,1,2305.0
LS-101746,D02,47.384417,8.506183,1.0,30.6 m2,2003.0,7,yes,1,700.0
LS-100689,D01,47.378441,8.534864,3.0,66.5 m2,1994.0,4,yes,1,1430.0
LS-101738,D08,47.392871,8.513305,2.5,64.9 m2,1929.0,3,yes,1,1340.0
LS-100236,D02,47.372489,8.503942,2.5,63.4 m2,2014.0,-99,no,1,1550.0
LS-102907,D09,47.358525,8.458139,4.0,126.3 m2,1904.0,6,yes,1,1430.0
LS-101986,D06,47.347833,8.521469,3.0,97.3 m2,1955.0,2,yes,1,2030.0
LS-101983,D04,47.335297,8.573164,2.0,70.0 m2,1963.0,2,yes,0,1485.0
LS-100499,D03,47.357811,8.536945,1.0,33.3 m2,1940.0,0,yes,0,1005.0
LS-100822,D12,47.377422,8.560032,1.0,30.7 m2,1968.0,6,no,1,720.0
LS-100794,D05,47.364614,8.503159,2.0,57.9 m2,1995.0,2,no,1,1120.0
LS-100990,D05,47.366148,8.488667,3.0,88.5 m2,1944.0,5,yes,1,1930.0
LS-100567,D10,47.354614,8.532495,2.0,55.8 m2,1978.0,4,yes,1,1175.0
LS-102435,D01,47.357412,8.534692,3.0,75.8 m2,2017.0,3,no,0,1900.0
LS-100390,D02,47.374343,8.514185,3.5,93.4 m2,1899.0,3,yes,1,2090.0
LS-100743,D10,47.360877,8.527702,2.5,94.4 m2,1890.0,8,yes,1,1930.0
LS-102400,D10,47.347608,8.528619,4.5,103.7 m2,1976.0,6,no,1,1770.0
LS-101217,D05,47.350988,8.50046,4.0,111.7 m2,1916.0,5,yes,1,2005.0
LS-100235,D09,47.37115,8.481593,3.0,93.1 m2,1916.0,6,yes,1,1405.0
LS-102804,D05,47.360694,8.489716,5.5,157.2 m2,1903.0,4,yes,0,2975.0
LS-100480,D06,47.34949,8.528913,3.0,89.3 m2,2010.0,4,no,0,1680.0
LS-102042,D09,47.356142,8.480311,3.5,83.9 m2,1982.0,2,yes,0,1095.0
LS-101677,D06,47.344672,8.525072,2.5,56.7 m2,1987.0,5,no,1,1400.0
LS-102784,D07,47.364918,8.477337,4.5,91.0 m2,1905.0,6,no,1,1550.0
LS-102937,D04,47.349127,8.566656,2.0,68.7 m2,1956.0,4,yes,0,1320.0
LS-102772,D06,47.345714,8.530887,3.0,82.1 m2,1902.0,0,no,0,1515.0
LS-102833,D02,47.3677,8.500048,2.5,75.3 m2,1966.0,7,no,1,1450.0
LS-100120,D01,47.370784,8.530477,3.0,52.8 m2,1954.0,-99,no,1,1050.0
LS-101272,D05,47.35711,8.48929,1.5,46.3 m2,1902.0,1,yes,0,840.0
LS-100926,D01,47.369715,8.525689,1.0,31.3 m2,1988.0,7,yes,1,845.0
LS-101594,D04,47.332496,8.574342,2.5,54.4 m2,2020.0,2,yes,0,1465.0
LS-100223,D06,47.340631,8.514294,2.5,56.2 m2,,3,yes,0,1085.0
LS-100766,D06,47.346905,8.529794,2.0,58.3 m2,2015.0,3,no,1,1455.0
LS-100613,D09,47.359416,8.476275,3.5,100.4 m2,1923.0,4,yes,1,1265.0
LS-101245,D04,47.349873,8.579475,3.0,103.3 m2,1957.0,0,yes,1,2025.0
LS-101540,D01,47.379451,8.547215,3.5,80.3 m2,1968.0,6,yes,1,1815.0
LS-100052,D07,47.380993,8.473373,4.5,142.1 m2,1906.0,1,yes,1,2190.0
LS-100529,D08,47.395373,8.504017,5.5,141.1 sqm,1927.0,1,yes,0,1840.0
LS-101899,D07,47.372187,8.476618,1.0,25.3 m2,1934.0,1,no,1,570.0
LS-102981,D05,47.358419,8.503154,2.0,50.5 m2,2003.0,7,yes,1,1300.0
LS-100818,D09,47.352151,8.479691,5.0,157.1 m2,1982.0,4,no,1,2090.0
LS-100155,D12,47.366005,8.549826,2.0,68.1 m2,2003.0,-99,no,0,1595.0
LS-102926,D07,47.37365,8.483989,2.0,39.5 m2,1918.0,7,yes,1,845.0
LS-100248,D06,47.340004,8.510885,4.0,103.6 m2,,8,no,1,1630.0
LS-100761,D11,47.394021,8.495797,4.0,101.0 m2,2001.0,8,yes,1,1780.0
LS-101894,D08,47.391669,8.492052,3.0,59.6 m2,1987.0,0,yes,0,1060.0
LS-102029,D02,47.383896,8.495592,2.0,51.8 m2,1911.0,1,yes,1,1200.0
LS-101130,D12,47.373678,8.550631,4.0,77.5 m2,1926.0,3,no,0,1565.0
LS-100542,D05,47.360951,8.500382,4.0,89.7 m2,1938.0,4,yes,1,1980.0
LS-100793,D07,47.379511,8.487093,2.5,76.8 m2,2001.0,6,yes,1,1575.0
LS-101725,D08,47.397794,8.500817,2.0,29.3 m2,1963.0,1,no,1,475.0
LS-100628,D09,47.354584,8.48005,5.0,143.4 m2,1998.0,3,no,0,1660.0
LS-102198,D11,47.38911,8.497202,1.5,55.5 m2,1965.0,8,yes,1,1265.0
LS-102748,D03,47.364319,8.542498,4.0,100.1 m2,2004.0,8,yes,1,3100.0
LS-102339,D12,47.37924,8.539661,4.5,109.5 m2,1992.0,4,yes,1,2330.0
LS-102429,D11,47.37152,8.496113,4.0,145.1 m2,1896.0,7,yes,1,3125.0
LS-102918,D01,47.369799,8.549516,4.5,144.5 sqm,2020.0,7,no,1,3325.0
LS-101367,D07,47.36563,8.466879,1.5,39.7 m2,1932.0,-99,yes,1,730.0
LS-101620,D10,47.350134,8.547824,3.5,95.9 m2,1956.0,3,yes,1,1575.0
LS-102832,D06,47.339114,8.51098,2.5,73.3 m2,,5,yes,1,1550.0
LS-101071,D02,47.374996,8.510086,1.5,45.0 m2,1900.0,6,yes,1,1140.0
LS-100554,D01,47.368501,8.541499,3.5,106.9 m2,1994.0,7,yes,1,2660.0
LS-101828,D11,47.383402,8.50507,1.5,51.0 m2,2000.0,-99,yes,0,1055.0
LS-100826,D06,47.350169,8.514451,4.5,108.7 m2,,3,no,0,2200.0
LS-100883,D08,47.408389,8.489772,4.5,102.4 m2,1953.0,2,no,1,1280.0
LS-101984,D08,47.398005,8.501088,4.0,97.1 sqm,1947.0,4,no,1,1550.0
LS-101837,D09,47.364095,8.473597,4.0,111.6 m2,1917.0,5,yes,1,1535.0
LS-100535,D10,47.351628,8.538451,3.0,93.1 m2,1992.0,2,no,1,1640.0
LS-102717,D06,47.347585,8.529465,1.0,37.1 m2,1905.0,6,yes,1,655.0
LS-100154,D05,47.357175,8.498218,2.0,49.3 m2,1964.0,6,no,1,970.0
LS-102625,D01,47.374074,8.545614,3.5,93.4 m2,1954.0,5,yes,1,2120.0
LS-102861,D03,47.364067,8.529754,4.5,139.9 m2,1957.0,4,no,1,3145.0
LS-100322,D06,47.346268,8.529787,3.5,77.6 m2,1992.0,1,yes,1,1710.0
LS-101710,D09,47.363089,8.467041,2.0,42.6 m2,1958.0,3,yes,1,610.0
LS-100014,D12,47.374775,8.546031,1.5,28.3 m2,1933.0,4,yes,0,650.0
LS-101798,D03,47.363726,8.542361,4.0,101.6 m2,,7,yes,1,2740.0
LS-102864,D09,47.351565,8.47449,4.0,95.5 m2,2007.0,8,yes,1,1330.0
LS-100082,D08,47.407513,8.495111,2.5,69.7 m2,,2,yes,1,1130.0
LS-102560,D03,47.351002,8.529559,1.5,43.7 sqm,2018.0,1,no,0,1390.0
LS-101943,D02,47.371851,8.510692,1.0,37.3 m2,1920.0,3,yes,0,855.0
LS-101988,D10,47.359972,8.520303,4.0,121.7 m2,1997.0,7,yes,1,2040.0
LS-101383,D11,47.377801,8.491126,3.0,73.3 m2,2020.0,5,no,1,1770.0
LS-101574,D01,47.367772,8.540743,4.0,119.0 m2,1983.0,1,yes,0,2355.0
LS-102058,D10,47.363246,8.527719,2.0,45.4 m2,1920.0,4,no,0,855.0
LS-102929,D08,47.41201,8.502473,1.0,39.8 m2,1957.0,5,yes,1,900.0
LS-101494,D05,47.352306,8.502907,4.0,106.2 m2,1953.0,5,yes,1,2000.0
LS-100831,D08,47.401825,8.477246,4.0,119.6 m2,1893.0,2,yes,1,1680.0
LS-102080,D11,47.396569,8.508769,5.0,125.3 m2,1963.0,5,yes,1,1930.0
LS-101174,D10,47.349114,8.528742,5.0,134.0 m2,1957.0,6,yes,1,2175.0
LS-100413,D06,47.344688,8.53112,1.0,42.8 m2,1909.0,1,no,1,850.0
LS-101817,D02,47.376705,8.515454,3.5,83.3 m2,1925.0,6,yes,1,2125.0
LS-100165,D06,47.346082,8.519158,1.0,40.3 m2,1894.0,3,yes,1,815.0
LS-102623,D05,47.366893,8.49974,5.5,136.1 m2,1991.0,1,yes,0,3045.0
LS-102972,D08,47.40663,8.500543,4.0,65.0 m2,1952.0,3,no,0,855.0
LS-100614,D03,47.369099,8.54153,2.5,56.8 m2,2010.0,-99,no,1,1735.0
LS-101014,D10,47.351076,8.537964,4.0,73.9 m2,2017.0,-99,yes,1,1895.0
LS-102137,D04,47.354513,8.569411,2.5,55.4 m2,1907.0,3,yes,1,1430.0
LS-101853,D01,47.37248,8.531399,4.0,97.8 m2,,8,yes,1,2015.0
LS-101237,D06,47.353312,8.52787,2.0,47.3 m2,1993.0,5,yes,1,1410.0
LS-102181,D11,47.385634,8.502556,3.5,92.7 m2,1991.0,2,yes,1,1670.0
LS-100555,D09,47.349423,8.483927,3.5,69.4 m2,2002.0,6,yes,1,940.0
LS-102368,D05,47.363236,8.494862,3.5,96.9 m2,1994.0,4,yes,0,2030.0
LS-102854,D09,47.364497,8.474245,1.5,45.2 m2,1929.0,3,yes,0,450.0
LS-101211,D10,47.347924,8.528817,3.0,89.5 m2,1991.0,5,yes,1,2090.0
LS-102831,D03,47.352934,8.540808,3.5,63.7 m2,2014.0,1,yes,0,1270.0
LS-100634,D12,47.372998,8.55506,2.0,48.0 m2,1937.0,1,no,0,620.0
LS-102600,D01,47.379153,8.541072,2.5,47.6 m2,1955.0,8,yes,1,1090.0
LS-101055,D02,47.378211,8.49545,3.5,92.5 m2,,-99,no,1,1770.0
LS-102340,D03,47.359547,8.547334,2.5,86.9 m2,1969.0,2,yes,1,2085.0
LS-101708,D04,47.349817,8.562918,2.5,74.8 m2,1978.0,6,no,1,1875.0
LS-100796,D01,47.375018,8.555848,4.5,132.0 m2,1931.0,1,no,1,2280.0
LS-102807,D03,47.360592,8.53329,3.5,79.0 m2,2005.0,6,no,1,2020.0
LS-100174,D12,47.376204,8.537312,4.0,103.2 m2,1962.0,1,yes,1,2430.0
