Offer_Id;Type;Price;PS;Init_Regist;Kilometer;Fuel_Type;Transmission
7021641;MINI Countryman Cooper S ALL4 Steptronic (SUV / Geländewagen);CHF 13'900.–;190 PS;3.2015;95'000 km;Benzin;Automat sequentiell
6481827;MINI Countryman Cooper S ALL4 Steptronic (SUV / Geländewagen);CHF 24'500.–;190 PS;6.2016;42'000 km;Benzin;Automat sequentiell
6730277;MINI Cooper S Cabriolet Steptronic (Cabriolet);CHF 28'500.–;192 PS;11.2017;25'000 km;Benzin;Automat sequentiell
6744483;BMW 650i Gran Coupé xDrive (Limousine);CHF 38'900.–;450 PS;11.2014;74'000 km;Benzin;Automat sequentiell
6603743;BMW 650i Gran Coupé xDrive (Limousine);CHF 45'000.–;450 PS;12.2012;61'000 km;Benzin;Automat sequentiell
7431993;BMW 650i Steptronic (Coupé);CHF 30'000.–;367 PS;8.201;56'000 km;Benzin;Automat sequentiell
7414725;BMW 650i Steptronic (Coupé);CHF 21'500.–;367 PS;7.2009;53'000 km;Benzin;Automat sequentiell
7480403;LEXUS NX 300h comfort E-Four Automatic (SUV / Geländewagen);CHF 31'900.–;197 PS;6.2015;36'000 km;Voll-Hybrid Benzin/Elektro;Automat stufenlos
7372840;LEXUS NX 300h comfort E-Four Automatic (SUV / Geländewagen);CHF 29'500.–;197 PS;4.2017;65'300 km;Voll-Hybrid Benzin/Elektro;Automat stufenlos
6979017;AUDI RS3 Sportback 2.5 TSI quattro S-tronic (Limousine);CHF 59'900.–;400 PS;4.2019;18'000 km;Benzin;Automatisiertes Schaltgetriebe
6342628;MINI One (Kleinwagen);CHF 5'200.–;75 PS;10.2011;135'000 km;Benzin;Schaltgetriebe manuell
6122217;VW Golf 2.0 TSI R 4Motion (Limousine);CHF 19'900.–;270 PS;12.2011;165'000 km;Benzin;Schaltgetriebe manuell
7498098;TOYOTA Auris 1.8 16V HSD Linea Luna (Limousine);CHF 8'500.–;136 PS;10.2012;132'000 km;Voll-Hybrid Benzin/Elektro;Automat stufenlos
7428242;TOYOTA Auris 1.8 16V HSD Linea Luna (Limousine);CHF 7'200.–;136 PS;6.2011;132'000 km;Voll-Hybrid Benzin/Elektro;Automat stufenlos
7509007;VW Golf 2.0 TSI R 4Motion DSG (Limousine);CHF 20'000.–;270 PS;3.201;145'000 km;Benzin;Automatisiertes Schaltgetriebe
7474519;ALFA ROMEO Stelvio 2.2 JTDM Super Q4 Automatic (SUV / Geländewagen);CHF 36'500.–;210 PS;6.2017;23'000 km;Diesel;Automat sequentiell
6702151;BMW M6 (Coupé);CHF 26'500.–;507 PS;3.2006;125'589 km;Benzin;Automatisiertes Schaltgetriebe
7165245;CHEVROLET CORVETTE Corvette Sting Ray (Coupé);CHF 108'000.–;351 PS;1.1966;78'500 km;Benzin;Schaltgetriebe
6960777;BMW Z3 1.9i Roadster (Cabriolet);CHF 4'750.–;140 PS;11.1996;138'000 km;Benzin;Schaltgetriebe manuell
6964542;BMW 730d xDrive Steptronic (Limousine);CHF 52'900.–;265 PS;7.2017;42'000 km;Diesel;Automat sequentiell
7338350;BMW 760i L (Limousine);CHF 22'500.–;544 PS;10.2009;164'500 km;Benzin;Automat sequentiell
6185117;BMW 760i L Individual (Limousine);CHF 9'000.–;445 PS;12.2005;229'000 km;Benzin;Automat
4156095;BMW 840Ci A (Coupé);CHF 19'900.–;286 PS;8.1998;266'000 km;Benzin;Automat
6989824;MERCEDES-BENZ SLK 200 (Cabriolet);CHF 4'900.–;136 PS;4.1999;236'000 km;Benzin;Automat
7437411;MERCEDES-BENZ E 43 AMG 4 Matic 9G-Tronic (Kombi);CHF 66'990.–;401 PS;5.2018;14'900 km;Benzin;Automat sequentiell
6698486;VW Golf 1.5 TSI EVO Highline DSG (Limousine);CHF 29'900.–;150 PS;8.2018;20'000 km;Benzin;Automatisiertes Schaltgetriebe
7503393;BMW 325i Cabriolet Steptronic (Cabriolet);CHF 13'800.–;218 PS;5.2009;83'500 km;Benzin;Automat sequentiell
6663089;FORD EDGE SEL 3.5 (SUV / Geländewagen);CHF 11'200.–;254 PS;1.2008;129'500 km;Benzin;Automatik-Getriebe
7466864;BMW 125i M Sport Steptronic (Limousine);CHF 24'500.–;218 PS;1.2016;52'000 km;Benzin;Automat sequentiell
7289379;BMW 125i Sport Line Steptronic (Limousine);CHF 24'900.–;224 PS;1.2017;44'300 km;Benzin;Automat sequentiell
7484642;SKODA Octavia Combi 1.8 TSI Elegance (Kombi);CHF 11'400.–;180 PS;12.2013;137'500 km;Benzin;Schaltgetriebe manuell
7491807;CITROEN C1 1.0 VTi Origins Stop&Start (Kleinwagen);CHF 13'500.–;69 PS;9.2019;8'000 km;Benzin;Schaltgetriebe manuell
7485559;AUDI A3 2.0 Turbo FSI Ambition (Limousine);CHF 4'999.–;200 PS;6.2006;172'500 km;Benzin;Schaltgetriebe manuell
7507953;VOLVO V60 D6 AWD Plug-in Hybrid Summum Geartronic (Kombi);CHF 19'990.–;285 PS;9.2014;107'900 km;Plug-in-Hybrid Diesel/Elektro;Automat sequentiell
6957192;ASTON MARTIN DB7 GT (Coupé);CHF 74'900.–;433 PS;10.2003;54'400 km;Benzin;Schaltgetriebe manuell
7505769;ASTON MARTIN DB7 Vantage (Coupé);CHF 43'800.–;416 PS;10.1999;40'000 km;Benzin;Schaltgetriebe manuell
7383142;SKODA Superb Combi 2.0 TSI SportLine+ DSG 4x4 (Kombi);CHF 39'990.–;272 PS;11.2018;15'000 km;Benzin;Automatisiertes Schaltgetriebe
5907977;BMW 320d xDrive Touring Steptronic (Kombi);CHF 23'500.–;184 PS;4.2015;35'000 km;Diesel;Automat sequentiell
7508474;RENAULT Grand Espace 3.5 V6 Initiale Automatic (Kompaktvan / Minivan);CHF 6'990.–;241 PS;5.2008;178'000 km;Benzin;Automat sequentiell
7326816;NISSAN Micra 0.9 IG-T acenta (Kleinwagen);CHF 12'900.–;90 PS;10.2017;32'000 km;Benzin;Schaltgetriebe manuell
7097287;BMW 123d (Limousine);CHF 11'500.–;204 PS;4.201;96'700 km;Diesel;Schaltgetriebe manuell
6345041;AUDI RS4 Avant 4.2 V8 quattro (Kombi);CHF 27'950.–;420 PS;7.2006;159'600 km;Benzin;Schaltgetriebe manuell
7357087;ALFA ROMEO Giulietta 1750 TBi Veloce TCT (Limousine);CHF 27'000.–;241 PS;4.2016;35'000 km;Benzin;Automatisiertes Schaltgetriebe
7485758;ALFA ROMEO Spider 2.2 JTS Selespeed (Cabriolet);CHF 15'900.–;185 PS;5.2011;92'000 km;Benzin;Automatisiertes Schaltgetriebe
6743190;ALFA ROMEO SPIDER 2000 (Cabriolet);CHF 14'400.–;128 PS;5.1985;45'200 km;Benzin;Schaltgetriebe
5125579;ALFA ROMEO SPIDER 2000 Fastback (Cabriolet);CHF 24'900.–;132 PS;3.1973;95'800 km;Benzin;Schaltgetriebe manuell
6787527;VOLVO XC60 T8 AWD R-Design Geartronic (SUV / Geländewagen);CHF 75'000.–;407 PS;4.2018;16'000 km;Plug-in-Hybrid Benzin/Elektro;Automat sequentiell
7456692;AUDI A4 Avant 1.8 T (Kombi);CHF 2'390.–;150 PS;3.2002;196'000 km;Benzin;Schaltgetriebe manuell
6632773;OPEL GT 2.0 Turbo (Cabriolet);CHF 17'500.–;264 PS;6.2007;73'200 km;Benzin;Schaltgetriebe manuell
6607053;OPEL GT Cabriolet (Cabriolet);CHF 10'000.–;300 PS;6.2007;91'000 km;Benzin;Schaltgetriebe manuell
6763111;OPEL GT GT-J 1900 (Coupé);CHF 14'900.–;90 PS;5.1972;87'076 km;Benzin;Schaltgetriebe manuell
7499568;OPEL Astra ST 1.4i 16V Turbo Active Ed. Aut. (Kombi);CHF 7'900.–;140 PS;2.2014;122'000 km;Benzin;Automat sequentiell
7447700;AUDI S4 Avant 3.0 TFSI quattro (Kombi);CHF 11'000.–;333 PS;11.2009;250'000 km;Benzin;Schaltgetriebe manuell
7502996;MINI 1.3i Cooper Sport (Kleinwagen);CHF 21'000.–;63 PS;9.2;32'000 km;Benzin;Schaltgetriebe manuell
7466944;AUDI Q5 3.0 TDI quattro S-tronic (SUV / Geländewagen);CHF 23'900.–;239 PS;3.2012;88'000 km;Diesel;Automatisiertes Schaltgetriebe
7342932;SKODA Octavia Combi 2.0 TDI Soleil DSG (Kombi);CHF 31'900.–;150 PS;12.2019;3'400 km;Diesel;Automatisiertes Schaltgetriebe
7468219;BMW 520d Touring xDrive Steptronic (Kombi);CHF 24'500.–;184 PS;5.2014;89'000 km;Diesel;Automat sequentiell
7435340;BMW 520d Touring xDrive Steptronic (Kombi);CHF 19'900.–;190 PS;2.2015;125'000 km;Diesel;Automat sequentiell
7488571;FORD FAIRLANE Sport Coupe 500 (Coupé);CHF 23'000.–;200 PS;8.1965;90'000 km;Benzin;Automat
7476920;BMW i3 (60Ah) (Kleinwagen);CHF 21'500.–;170 PS;3.2015;39'500 km;Elektro;Automatisiertes Schaltgetriebe
7466097;BMW i3 (60Ah) (Kleinwagen);CHF 15'900.–;170 PS;8.2014;50'500 km;Elektro;Automatisiertes Schaltgetriebe
7388016;AUDI A4 Avant 40 TDI Sport quattro S-tronic (Kombi);CHF 43'200.–;190 PS;1.2019;21'000 km;Diesel;Automatisiertes Schaltgetriebe
7458334;BMW 430i Cabriolet xDrive Luxury Line Steptronic (Cabriolet);CHF 26'000.–;252 PS;4.2016;102'000 km;Benzin;Automat sequentiell
7477955;BMW 430i Cabriolet xDrive M Sport Steptronic (Cabriolet);CHF 35'000.–;252 PS;6.2016;45'000 km;Benzin;Automat sequentiell
7367457;PORSCHE 912 SWB (Coupé);CHF 72'000.–;90 PS;9.1967;107'000 km;Benzin;Schaltgetriebe manuell
6265014;BMW Z4 sDrive23i (Cabriolet);CHF 18'500.–;204 PS;3.201;49'900 km;Benzin;Schaltgetriebe manuell
7476708;LOTUS Elise (Cabriolet);CHF 25'000.–;120 PS;3.2003;78'000 km;Benzin;Schaltgetriebe manuell
7449126;SEAT Ibiza 1.0 EcoTSI Swiss FR DSG (Kleinwagen);CHF 14'490.–;110 PS;6.2017;31'000 km;Benzin;Automatisiertes Schaltgetriebe
7504766;SKODA Superb Combi 2.0 TDi SportLine+ 4x4 DSG (Kombi);CHF 34'900.–;190 PS;8.2018;35'000 km;Diesel;Automatisiertes Schaltgetriebe
7414681;SKODA Superb Combi 2.0 TDi SportLine+ 4x4 DSG (Kombi);CHF 32'900.–;190 PS;8.2018;36'000 km;Diesel;Automatisiertes Schaltgetriebe
7491163;SKODA Superb Combi 2.0 TDi Style 4x4 DSG (Kombi);CHF 24'500.–;190 PS;6.2016;71'000 km;Diesel;Automatisiertes Schaltgetriebe
7462615;BMW 440i Cabriolet xDrive M Sport Steptronic (Cabriolet);CHF 49'000.–;326 PS;4.2018;25'000 km;Benzin;Automat sequentiell
7429697;BMW 440i Cabriolet xDrive M Sport Steptronic (Cabriolet);CHF 41'899.–;360 PS;9.2016;45'000 km;Benzin;Automat sequentiell
7500186;KIA NIRO E-Niro 64 kWh Premium (SUV / Geländewagen);CHF 48'600.–;204 PS;3.202;10 km;Elektro;Automatik-Getriebe
7416618;MASERATI Quattroporte 4.7 V8 S Automatica (Limousine);CHF 29'900.–;431 PS;5.2009;47'000 km;Benzin;Automat sequentiell
7489718;MITSUBISHI Lancer Evo VI RS-2 (Limousine);CHF 40'000.–;360 PS;2.2001;108'000 km;Benzin;Schaltgetriebe manuell
7444309;MITSUBISHI Lancer Evo VIII Intense (Sport) (Limousine);CHF 24'900.–;265 PS;10.2005;111'000 km;Benzin;Schaltgetriebe manuell
7305864;MITSUBISHI Lancer Evo VIII Intense (Sport) (Limousine);CHF 24'900.–;265 PS;4.2004;123'799 km;Benzin;Schaltgetriebe manuell
7499550;BMW 118i M Sport (Limousine);CHF 15'900.–;136 PS;11.2015;60'000 km;Benzin;Schaltgetriebe manuell
7470477;VW Passat CC 2.0 BlueTDI DSG (Limousine);CHF 8'800.–;143 PS;4.201;177'000 km;Diesel;Automatisiertes Schaltgetriebe
7497466;VW T4 2.5TDI syncro (Kombi);CHF 5'100.–;102 PS;7.2001;280'000 km;Diesel;Schaltgetriebe manuell
7402410;VW T4 Caravelle (Kompaktvan / Minivan);CHF 9'000.–;181 PS;5.2003;224'000 km;Diesel;Schaltgetriebe manuell
7500000;FORD Kuga 2.0 TDCi ST Line 4WD PowerShift (SUV / Geländewagen);CHF 25'000.–;180 PS;6.2017;38'600 km;Diesel;Automatisiertes Schaltgetriebe
7448837;AUDI TT Roadster 2.0 TFSI quattro S-tronic (Cabriolet);CHF 32'500.–;230 PS;5.2015;72'000 km;Benzin;Automatisiertes Schaltgetriebe
7458549;FORD Fiesta 1.0 SCTi ST Line (Kleinwagen);CHF 16'900.–;140 PS;4.2018;19'500 km;Benzin;Schaltgetriebe manuell
4828231;BMW X6 xDrive 40d Steptronic (SUV / Geländewagen);CHF 32'900.–;306 PS;2.2014;102'000 km;Diesel;Automat sequentiell
7380329;MERCEDES-BENZ C 63 S AMG 9G-tronic (Cabriolet);CHF 145'900.–;510 PS;10.2019;4'500 km;Benzin;Automat sequentiell
7497481;BMW Z4 sDrive20i (Cabriolet);CHF 19'900.–;184 PS;6.2014;60'400 km;Benzin;Schaltgetriebe manuell
7506489;LAND ROVER Defender 110 2.2 TD4 Station Wagon Legend (SUV / Geländewagen);CHF 55'000.–;122 PS;2.2016;84'000 km;Diesel;Schaltgetriebe manuell
7508322;FIAT 595 1.4 16V Turbo Abarth Competition (Kleinwagen);CHF 13'500.–;180 PS;4.2016;105'000 km;Benzin;Schaltgetriebe manuell
6997310;MERCEDES-BENZ G 55 AMG Automatic (SUV / Geländewagen);CHF 58'000.–;500 PS;7.2008;93'000 km;Benzin;Automat sequentiell
7422452;LOTUS Exige (Coupé);CHF 33'900.–;263 PS;1.2004;55'000 km;Benzin;Schaltgetriebe manuell
6502120;LOTUS EXIGE Cup 255 (Coupé);CHF 43'950.–;256 PS;7.2007;39'500 km;Benzin;Schaltgetriebe
7476402;BMW 530d xDrive Touring Steptronic (Kombi);CHF 15'900.–;258 PS;1.2013;220'000 km;Diesel;Automat sequentiell
7468816;LAND ROVER Discovery 3.0 SDV6 SE Automatic (SUV / Geländewagen);CHF 44'000.–;256 PS;3.2014;55'000 km;Diesel;Automat sequentiell
6793157;MERCEDES-BENZ SL 500 Automatic (Cabriolet);CHF 35'800.–;306 PS;12.2002;98'850 km;Benzin;Automat
6650651;MERCEDES-BENZ SL 500 Automatic (Cabriolet);CHF 15'500.–;320 PS;7.1992;111'000 km;Benzin;Automat
6866441;PORSCHE Cayenne Turbo (SUV / Geländewagen);CHF 45'000.–;500 PS;11.2011;115'000 km;Benzin;Automat sequentiell
7387701;MASERATI Coupé GT (Coupé);CHF 16'800.–;390 PS;11.2002;72'000 km;Benzin;Automatisiertes Schaltgetriebe
7504069;BMW M240i xDrive Steptronic (Coupé);CHF 35'000.–;340 PS;12.2016;51'000 km;Benzin;Automat sequentiell
6316255;TOYOTA Supra 3.0i TwinTurbo (Coupé);CHF 49'800.–;500 PS;9.1993;97'000 km;Benzin;Schaltgetriebe manuell
7428663;MERCEDES-BENZ C 250 Coupé 7G-Tronic (Coupé);CHF 15'900.–;204 PS;6.2011;135'000 km;Benzin;Automat sequentiell
7428394;MERCEDES-BENZ C 250 Coupé 7G-Tronic (Coupé);CHF 22'800.–;204 PS;1.2013;73'200 km;Benzin;Automat sequentiell
7375406;MERCEDES-BENZ C 250 Coupé 7G-Tronic (Coupé);CHF 17'900.–;204 PS;1.2012;115'000 km;Benzin;Automat sequentiell
7492389;MERCEDES-BENZ C 250 Coupé Sport 7G-Tronic (Coupé);CHF 26'000.–;204 PS;11.2014;47'000 km;Benzin;Automat sequentiell
7295975;ASTON MARTIN V8 Vantage 4.7 Sportshift (Coupé);CHF 49'999.–;426 PS;6.201;37'000 km;Benzin;Automatisiertes Schaltgetriebe
5880240;JAGUAR XKR S/C (Coupé);CHF 15'300.–;363 PS;5.2001;107'200 km;Benzin;Automat
6852160;VW Golf 2.0 TSI R 4Motion DSG (Limousine);CHF 46'500.–;301 PS;2.2019;6'500 km;Benzin;Automatisiertes Schaltgetriebe
6773782;VW Golf 2.0 TSI R 4Motion DSG (Limousine);CHF 21'000.–;270 PS;7.201;68'500 km;Benzin;Automatisiertes Schaltgetriebe
6726800;VW Golf 2.0 TSI R 4Motion DSG (Limousine);CHF 22'800.–;362 PS;1.2014;139'000 km;Benzin;Automatisiertes Schaltgetriebe
6395145;BMW 530d xDrive Touring Steptronic (Kombi);CHF 53'000.–;265 PS;12.2018;21'000 km;Diesel;Automat sequentiell
7323197;BMW 530e iPerformance Sport Line Steptronic (Limousine);CHF 40'200.–;252 PS;1.2018;31'000 km;Plug-in-Hybrid Benzin/Elektro;Automat sequentiell
7506750;AUDI A4 Avant 3.0 V6 TDI quattro (Kombi);CHF 4'750.–;204 PS;1.2006;245'000 km;Diesel;Schaltgetriebe manuell
7488936;AUDI A4 Avant 3.0 V6 TDI quattro (Kombi);CHF 4'300.–;285 PS;8.2007;250'000 km;Diesel;Schaltgetriebe manuell
6814612;AUDI Q7 3.0 TDI quattro tiptronic (SUV / Geländewagen);CHF 53'900.–;272 PS;3.2016;57'000 km;Diesel;Automat sequentiell
7448927;FIAT 595C 1.4 16V Turbo Abarth Turismo (Cabriolet);CHF 14'900.–;160 PS;12.2015;50'000 km;Benzin;Schaltgetriebe manuell
7397805;FIAT 500 1.4 16V Turbo Abarth 695 SS (Kleinwagen);CHF 9'900.–;160 PS;9.2009;77'000 km;Benzin;Schaltgetriebe manuell
7467894;FIAT 500 110F Berlina 500L (Kleinwagen);CHF 15'900.–;18 PS;1.197;34'200 km;Benzin;Schaltgetriebe manuell
6805533;NISSAN 350 Z Roadster Pack (Cabriolet);CHF 13'000.–;302 PS;4.2006;98'510 km;Benzin;Schaltgetriebe manuell
6085864;NISSAN 350 Z Roadster Pack (Cabriolet);CHF 12'800.–;300 PS;4.2006;91'000 km;Benzin;Schaltgetriebe manuell
7346306;CHEVROLET CAMARO SS 350 Coupé (Coupé);CHF 48'900.–;325 PS;3.1967;133'580 km;Benzin;Automatik-Getriebe
7407929;ALFA ROMEO Stelvio 2.0 First Edition Q4 Automatic (SUV / Geländewagen);CHF 31'200.–;320 PS;3.2017;88'000 km;Benzin;Automat sequentiell
7501062;HYUNDAI Santa Fe 2.2 CRDI Comfort 4WD Automatic (SUV / Geländewagen);CHF 17'000.–;197 PS;2.2013;117'000 km;Diesel;Automat sequentiell
5233895;FIAT 595C 1.4 16V Turbo Abarth Competizione Dualogic (Cabriolet);CHF 17'900.–;160 PS;4.2014;54'000 km;Benzin;Automatisiertes Schaltgetriebe
7449352;JEEP Grand Cherokee 3.0 CRD Summit Automatic (SUV / Geländewagen);CHF 31'750.–;250 PS;7.2013;74'000 km;Diesel;Automat sequentiell
7481768;BMW X2 M35i Steptronic (SUV / Geländewagen);CHF 52'900.–;306 PS;7.2019;5'400 km;Benzin;Automat sequentiell
7487904;HYUNDAI iX20 1.6 Style (Kompaktvan / Minivan);CHF 8'400.–;125 PS;6.2013;35'000 km;Benzin;Schaltgetriebe manuell
7487393;HYUNDAI iX20 1.6 Style (Kompaktvan / Minivan);CHF 6'400.–;125 PS;3.2011;87'300 km;Benzin;Schaltgetriebe manuell
7152248;MERCEDES-BENZ S 500 Coupé 4Matic 9G-Tronic (Coupé);CHF 59'800.–;455 PS;11.2016;93'000 km;Benzin;Automat sequentiell
7509366;MERCEDES-BENZ S 500 L (Limousine);CHF 5'700.–;306 PS;3.2001;165'000 km;Benzin;Automat
7489236;CHEVROLET Alero 3.4 V6 C (Limousine);CHF 2'000.–;177 PS;2.2001;42'362 km;Benzin;Automat
7190801;CHEVROLET Astro LT (Kompaktvan / Minivan);CHF 5'500.–;152 PS;12.1989;262'200 km;Benzin;Automat
7432593;JAGUAR XKR 4.2 V8 SC Automatic (Coupé);CHF 35'900.–;420 PS;8.2008;69'000 km;Benzin;Automat sequentiell
7035703;FORD Mustang Fastback 5.0 V8 BULLITT (Coupé);CHF 62'900.–;459 PS;8.2019;4'000 km;Benzin;Schaltgetriebe manuell
7350466;FORD Mustang Fastback 5.0 V8 GT (Coupé);CHF 56'000.–;451 PS;8.2018;12'900 km;Benzin;Schaltgetriebe manuell
7449017;BMW X5 3.0d Automatic (SUV / Geländewagen);CHF 9'000.–;218 PS;9.2006;157'000 km;Diesel;Automat sequentiell
7397745;TOYOTA RAV-4 2.0 16V Sol (SUV / Geländewagen);CHF 19'900.–;151 PS;5.2014;62'000 km;Benzin;Automat
7260613;JAGUAR XE 20d Prestige Automat (Limousine);CHF 22'990.–;180 PS;3.2016;56'700 km;Diesel;Automat sequentiell
6385594;JAGUAR XE 20d R-Sport Automat (Limousine);CHF 31'000.–;180 PS;7.2015;35'000 km;Diesel;Automat sequentiell
7453433;JAGUAR XE 20d R-Sport AWD Automat (Limousine);CHF 20'900.–;180 PS;5.2016;74'900 km;Diesel;Automat sequentiell
6811590;AUDI RS3 2.5 TSI quattro S-tronic (Limousine);CHF 43'900.–;367 PS;4.2016;34'000 km;Benzin;Automatisiertes Schaltgetriebe
7490987;MERCEDES-BENZ B 200 (Kompaktvan / Minivan);CHF 3'000.–;136 PS;7.2006;238'000 km;Benzin;Automatik-Getriebe
7489469;KIA Sportage 2.0 CRDi Trend 4WD (SUV / Geländewagen);CHF 10'800.–;184 PS;10.2013;144'300 km;Diesel;Schaltgetriebe manuell
7493209;VW T3 2.1 syncro (Kombi);CHF 19'900.–;88 PS;6.1992;194'000 km;Benzin;Schaltgetriebe manuell
7499228;AUDI A5 Cabriolet 3.0 TDI quattro S-tronic (Cabriolet);CHF 25'000.–;239 PS;8.201;41'000 km;Diesel;Automatisiertes Schaltgetriebe
7509437;BMW X3 xDrive 20d (2.0d) (SUV / Geländewagen);CHF 6'100.–;177 PS;9.2009;237'800 km;Diesel;Schaltgetriebe manuell
7338383;FORD Tourneo Courier 1.0 SCTi Sport (Kompaktvan / Minivan);CHF 16'400.–;100 PS;9.2019;13'700 km;Benzin;Schaltgetriebe manuell
6843409;CHEVROLET CAMARO ZL1 (Coupé);CHF 49'700.–;590 PS;7.2013;29'900 km;Benzin;Schaltgetriebe
7297176;CHEVROLET Caprice 5.0 Classic (Limousine);CHF 22'499.–;155 PS;1.1984;46'000 km;Benzin;Automat
7505849;MERCEDES-BENZ CL (S) 500 Automatic (Coupé);CHF 4'800.–;320 PS;1.2;116'000 km;Benzin;Automat
7486825;ALFA ROMEO Spider 2.0 (Veloce) (Cabriolet);CHF 17'900.–;128 PS;6.1973;170'000 km;Benzin;Schaltgetriebe manuell
7484083;AUDI RS4 Avant 4.2 FSI V8 quattro S-tronic (Kombi);CHF 34'900.–;450 PS;11.2014;98'000 km;Benzin;Automatisiertes Schaltgetriebe
7448386;AUDI RS4 Avant 4.2 FSI V8 quattro S-tronic (Kombi);CHF 45'000.–;450 PS;5.2013;97'000 km;Benzin;Automatisiertes Schaltgetriebe
7476971;PEUGEOT EXPERT L1H1 HDI90 (Bus);CHF 6'100.–;90 PS;10.2008;110'000 km;Diesel;Schaltgetriebe
5636809;ALFA ROMEO Giulietta 1.4 MultiAir Super TCT (Limousine);CHF 20'500.–;170 PS;7.2017;27'000 km;Benzin;Automatisiertes Schaltgetriebe
7304160;FORD MUSTANG 4.6 GT Conv. (Cabriolet);CHF 12'300.–;264 PS;5.2003;61'100 km;Benzin;Automatik-Getriebe
7508924;RENAULT Mégane Break 1.5 dCi Authentique (Kombi);CHF 800.–;106 PS;10.2008;195'000 km;Diesel;Schaltgetriebe manuell
6634314;PORSCHE 911 Turbo (Coupé);CHF 76'800.–;480 PS;3.2007;31'400 km;Benzin;Automat
7503932;PEUGEOT 4008 1.8 HDi Allure 4WD (SUV / Geländewagen);CHF 12'300.–;150 PS;6.2013;115'250 km;Diesel;Schaltgetriebe manuell
7466769;BMW 335i Coupé (Coupé);CHF 8'500.–;306 PS;12.2006;231'000 km;Benzin;Automat
7369307;BMW 335i Coupé (Coupé);CHF 18'000.–;306 PS;10.2011;127'000 km;Benzin;Schaltgetriebe manuell
6642647;ALFA ROMEO SPIDER 2600 Touring (Cabriolet);CHF 126'000.–;145 PS;6.1962;16'000 km;Benzin;Schaltgetriebe
7492661;FISKER Karma Sport (Limousine);CHF 38'000.–;408 PS;8.2013;50'000 km;Plug-in-Hybrid Benzin/Elektro;Schaltgetriebe manuell
6542367;TOYOTA Tacoma 3.5L V6 Double Cab TRD Off Road (Pick-up);CHF 49'500.–;281 PS;Neu;50 km;Benzin;Automat
7346780;TOYOTA Tacoma TRD PRO (Pick-up);CHF 54'000.–;281 PS;1.2017;74'000 km;Benzin;Automat sequentiell
7503677;MAZDA 3 2.0 16V Ambition Plus Activematic (Limousine);CHF 17'900.–;120 PS;4.2016;28'000 km;Benzin;Automat sequentiell
7461400;MAZDA 3 2.0 16V CD Sport (Limousine);CHF 3'599.–;143 PS;9.2008;173'000 km;Diesel;Schaltgetriebe manuell
7406989;MAZDA 3 2.0 16V DISI Exclusive+ (Limousine);CHF 5'700.–;151 PS;12.2009;178'000 km;Benzin;Schaltgetriebe manuell
7241034;LAND ROVER Range Rover Sport 5.0 V8 S/C SVR Automatic (SUV / Geländewagen);CHF 124'900.–;575 PS;3.2019;11'800 km;Benzin;Automat sequentiell
7492425;OPEL CORSA (Limousine);CHF 3'300.–;90 PS;10.2003;64'855 km;Benzin;Automatik-Getriebe
7417961;OPEL CORSA (Limousine);CHF 5'200.–;101 PS;10.201;118'634 km;Benzin;Schaltgetriebe
7487688;SEAT Arona 1.5 TSI Evo FR (SUV / Geländewagen);CHF 20'900.–;150 PS;6.2018;34'000 km;Benzin;Schaltgetriebe manuell
7491879;SEAT Altea XL Freetrack 2.0 TDI Advantage (Kompaktvan / Minivan);CHF 7'800.–;140 PS;11.2011;171'000 km;Diesel;Schaltgetriebe manuell
7496615;AUDI A3 Sportback 2.0 TDI Attraction S-tronic (Limousine);CHF 19'900.–;150 PS;3.2015;124'000 km;Diesel;Automatisiertes Schaltgetriebe
6763367;MERCEDES-BENZ SLK 230 Kompressor (Cabriolet);CHF 7'900.–;197 PS;7.2002;46'000 km;Benzin;Automat
7469069;SMART roadster (Cabriolet);CHF 5'990.–;82 PS;8.2003;120'000 km;Benzin;Automatisiertes Schaltgetriebe
7190820;SMART roadster brabus Xclusive (Cabriolet);CHF 16'500.–;101 PS;9.2005;42'000 km;Benzin;Automatisiertes Schaltgetriebe
7481871;HYUNDAI SANTA FE HYUNDAI Santa Fe 2.4 (Limousine);CHF 5'200.–;146 PS;1.2006;127'500 km;Benzin;Schaltgetriebe
7485635;VOLVO XC90 T8 AWD R-Design Geartronic (SUV / Geländewagen);CHF 54'000.–;407 PS;1.2016;96'000 km;Plug-in-Hybrid Benzin/Elektro;Automat sequentiell
7492558;SEAT Ibiza ST 1.2 TSI FR Viva Stopp-Start (Kombi);CHF 6'300.–;105 PS;8.2014;125'000 km;Benzin;Schaltgetriebe manuell
6840637;VW Crafter 35 2.0 BiTDI CR (Kombi);CHF 33'333.–;163 PS;2.2015;54'200 km;Diesel;Schaltgetriebe manuell
7178287;FIAT 500C 0.9 Twinair S (Cabriolet);CHF 11'900.–;80 PS;4.2016;60'000 km;Benzin;Schaltgetriebe manuell
7256243;BMW M3 (Coupé);CHF 61'800.–;195 PS;4.1987;187'000 km;Benzin;Schaltgetriebe manuell
6603153;PORSCHE Cayenne S (SUV / Geländewagen);CHF 6'900.–;340 PS;9.2004;190'000 km;Benzin;Automat
6526357;RENAULT Clio 3.0 V6 (Kleinwagen);CHF 37'800.–;226 PS;4.2005;35'500 km;Benzin;Schaltgetriebe manuell
