web-scraper-order,web-scraper-start-url,rooms_area_price_raw,address_raw,price_raw,description_raw,text_raw,rooms,area,price,description_raw_len,text_raw_len,luxurious,moebliert,price_per_m2,area_cat,datetime
1693998205-32,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=41,"3,5 Zimmer, 98 m², CHF 3121.—","Maneggstrasse 87, 8041 Zürich, ZH",CHF 3121.—,«MODERNE UND HELLE WOHNUNG IM GREENCITY-AREAL!»,"3,5 ZIMMER, 98 M², CHF 3121.—MANEGGSTRASSE 87, 8041 ZÜRICH, ZH«MODERNE UND HELLE WOHNUNG IM GREENCITY-AREAL!»PER 1. NOVEMBER 2023 VERMIETEN WIR DIESE INDIVIDUELLE 3.5-ZIMMERWOHNUNG IM 1. OG, WELCHE FOLGENDEN AUSBAUSTANDART BIETET:*BEI DEN BILDERN HANDELT ES SICH UM BEISPIELBILDER VON EINEM VERGLEICHBAREN MIETOBJEKT IN DER LIEGENSCHAFT.- SÄMTLICHE WOHNRÄUME MIT HELLEN, GESCHLIFFENEN NATURSTEINPLATTEN UND BODENHEIZUNG- BAD MIT WC INKL. WASCHTURM- SEP. DUSCHE MIT WC- OFFENE, MODERNE KÜCHE MIT GRANITABDECKUNG INKL. GLASKERAMIK-KOCHFELD, KOMBI-STEAMER, SOWIE KÜHL- UND GEFRIERSCHRANK- KOCHINSEL- GROSSZÜGIGER BALKON MIT HOLZLATTENROST AUS LÄRCHE, STOFFMARKIS",3.5,98.0,3121.0,47,659,0,0,31.85,50 - 99,2023-09-06 15:10:34
1693998205-33,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=41,"4,5 Zimmer, 118 m², CHF 3390.—","Haldenstrasse 67, 8602 Wangen b. Dübendorf, ZH",CHF 3390.—,«SCHÖNE 4.5 ZIMMER GARTENWOHNUNG PER 01.11.2023 ZU VERMIETEN»,"4,5 ZIMMER, 118 M², CHF 3390.—HALDENSTRASSE 67, 8602 WANGEN B. DÜBENDORF, ZH«SCHÖNE 4.5 ZIMMER GARTENWOHNUNG PER 01.11.2023 ZU VERMIETEN»ES HANDELT SICH HIER UM EINE NEUBAU WOHNUNG.TOP - AUSBAUSTANDARD / STANDARD EIGENTUMSWOHNUNG.GROSSZÜGIGER WOHNRAUM MIT OFFENER WOHNKÜCHE DIREKTER ZUGANG ZUM PRIVATEN GARTEN (60M2) UND BALKON.DIE RAUMHÖHE VON 3M KREIERT EIN ANGENEHMES WOHNKLIMA.ALLE SCHLAFZIMMER WERDEN MIT PARKETT AUSGESTATTET (LANDHAUSDIELE IN EICHE).KÜCHE, KORRIDOR, ESS- UND WOHNZIMMER WERDEN MIT KERAMIKPLATTEN AUSGESTATTET.KÜCHE + INSEL > ARBEITSPLATTE GRANIT BLACK GALAXY.AUCH DIE BEIDEN NASSZELLEN WERDEN MIT KERAMIKPLATTEN AUSGESTATTET.MODERNE SANITÄRE EINRICHTUNGEN MIT GEBE",4.5,118.0,3390.0,61,687,0,0,28.73,100 - 500,2023-09-06 15:10:34
1693998205-34,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=41,"3,5 Zimmer, 86 m², CHF 1970.—","Hobelwerkweg 39a, 8404 Winterthur, ZH",CHF 1970.—,«FREIE WOHNUNG IM HOBELWERK»,"3,5 ZIMMER, 86 M², CHF 1970.—HOBELWERKWEG 39A, 8404 WINTERTHUR, ZH«FREIE WOHNUNG IM HOBELWERK»DIE BAUGENOSSENSCHAFT MEHR ALS WOHNEN REALISIERT AUF EINEM EHEMALIGEN INDUSTRIE-AREAL IN OBERWINTERTHUR EIN NEUES «LEUCHTTURMPROJEKT», DAS HOBELWERK. AUF RUND 15'0000 QUADRATMETERN LAND ENTSTEHEN 5 HÄUSER MIT MEHR ALS 160 WOHNUNGEN MIT GANZ VERSCHIEDENEN GRÖSSEN UND ZUSCHNITT. DAZU GIBT ES GEWERBERÄUME UND VIELE GEMEINSCHAFTLICH GENUTZTE FLÄCHEN. NEUE WOHN- UND ARBEITSFORMEN WERDEN, GENAUSO WIE MITWIRKUNG, GEMEINSCHAFT UND NACHHALTIGKEIT, GEFÖRDERT. VIELE WEITERE INFORMATIONEN ZUR GENOSSENSCHAFT UND ZUM PROJEKT ERHALTEN SIE UNTER WWW.HOBELWERK-",3.5,86.0,1970.0,28,644,0,0,22.91,50 - 99,2023-09-06 15:10:34
1693998205-35,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=41,"3,5 Zimmer, 71 m², CHF 1630.—","Hobelwerkweg 39a, 8404 Winterthur, ZH",CHF 1630.—,«FREIE WOHNUNG IM HOBELWERK»,"3,5 ZIMMER, 71 M², CHF 1630.—HOBELWERKWEG 39A, 8404 WINTERTHUR, ZH«FREIE WOHNUNG IM HOBELWERK»DIE BAUGENOSSENSCHAFT MEHR ALS WOHNEN REALISIERT AUF EINEM EHEMALIGEN INDUSTRIE-AREAL IN OBERWINTERTHUR EIN NEUES «LEUCHTTURMPROJEKT», DAS HOBELWERK. AUF RUND 15'0000 QUADRATMETERN LAND ENTSTEHEN 5 HÄUSER MIT MEHR ALS 160 WOHNUNGEN MIT GANZ VERSCHIEDENEN GRÖSSEN UND ZUSCHNITT. DAZU GIBT ES GEWERBERÄUME UND VIELE GEMEINSCHAFTLICH GENUTZTE FLÄCHEN. NEUE WOHN- UND ARBEITSFORMEN WERDEN, GENAUSO WIE MITWIRKUNG, GEMEINSCHAFT UND NACHHALTIGKEIT, GEFÖRDERT. VIELE WEITERE INFORMATIONEN ZUR GENOSSENSCHAFT UND ZUM PROJEKT ERHALTEN SIE UNTER WWW.HOBELWERK-",3.5,71.0,1630.0,28,644,0,0,22.96,50 - 99,2023-09-06 15:10:34
1693998205-36,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=41,"5,5 Zimmer, 192 m², CHF 4960.—","Albisriederstrasse 392a, 8047 Zürich, ZH",CHF 4960.—,«LIEBHABEROBJEKT UNTER DENKMALPFLEGE ZU VERMIETEN»,"5,5 ZIMMER, 192 M², CHF 4960.—ALBISRIEDERSTRASSE 392A, 8047 ZÜRICH, ZH«LIEBHABEROBJEKT UNTER DENKMALPFLEGE ZU VERMIETEN»WIR VERMIETEN NACH VEREINBARUNG EINE 5.5-ZIMMER-MAISONETTEWOHNUNG AN ZENTRALER UND DOCH RUHIGER LAGE. DIE WOHNUNG BIETET FOLGENDE ANNEHMLICHKEITEN:ERDGESCHOSS:GROSSZÜGIGER EINGANGSBEREICH MIT OFFENEM WOHN/ESSZIMMER, WARMLUFT-CHEMINÉE UND ANGRENZENDER, OFFENER KÜCHEZIMMER WELCHES ALS BÜRO GENUTZT WERDEN KANNGÄSTEZIMMER MIT EINBAUSCHRÄNKEN REDUIT MIT SCHRANK UND GESTELLENBADEZIMMER MIT DUSCHE OBERGESCHOSS:DIELE MIT WASCHMASCHINE UND TUMBLER SOWIE KLEINER KÜCHEAUSGANG AUF DIE GROSSE SONNIGE TERRASSE VON 68 M2SCHLAFZIMMER MIT EINBAUSCHRÄNKENBADEZIM",5.5,192.0,4960.0,50,670,0,0,25.83,100 - 500,2023-09-06 15:10:34
1693998205-37,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=41,"5,5 Zimmer, 166 m², CHF 3500.—","Tisliacherstrasse 8, 8320 Fehraltorf, ZH",CHF 3500.—,«EXKLUSIVES WOHNPARADIES IM GRÜNEN - WILLKOMMEN ZU HAUSE»,"5,5 ZIMMER, 166 M², CHF 3500.—TISLIACHERSTRASSE 8, 8320 FEHRALTORF, ZH«EXKLUSIVES WOHNPARADIES IM GRÜNEN - WILLKOMMEN ZU HAUSE»EXKLUSIVE UND EINZIGARTIGE WOHNUNG IN DOPPELEINFAMILIENHAUS MIT BLICK AUF DIE VORALPEN IN GEPFLEGTEM UND RUHIGEM WOHNQUARTIER.DIE WOHNUNG BEFINDET SICH AUF EINER ETAGE IM 1. STOCK. (MAISONETTE-STIL)- BODENBELÄGE: HOCHWERTIGER PARKETT- OPTIMALE BESONNUNG- WINTERGARTEN MIT CHEMINÉE - GROSSE TERRASSE - HOHE DECKE IM WOHNZIMMER (STIL MAISONETTE)- GROSSZÜGIGES BADEZIMMER MIT PLATZ FÜR FITNESSGERÄT- 1 ZIMMER MIT EMPORE (STEHHÖHE UNTEN UND OBEN)- GROSSE KELLERRÄUME- NATUR/WALD UND EINKAUFSMÖGLICHKEITEN IN UNMITTELBARER NÄHE- S-BAHN ANSCHLUSS IN 12 GEH",5.5,166.0,3500.0,57,677,0,0,21.08,100 - 500,2023-09-06 15:10:34
1693998205-38,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=41,"5,5 Zimmer, 232 m², CHF 8500.—","Buckwiesstrasse 12, 8700 Küsnacht ZH, ZH",CHF 8500.—,«NATURNAHES DOPPELEINFAMILIENHAUS MIT GARTEN UND VIEL PLATZ ZUR ERHOLUNG»,"5,5 ZIMMER, 232 M², CHF 8500.—BUCKWIESSTRASSE 12, 8700 KÜSNACHT ZH, ZH«NATURNAHES DOPPELEINFAMILIENHAUS MIT GARTEN UND VIEL PLATZ ZUR ERHOLUNG»WILLKOMMEN IN DIESEM RENOVIERTEN DOPPEL-EINFAMILIENHAUS, DAS EINE PERFEKTE OASE DER RUHE DARSTELLT. ES IST NICHT NUR IDYLLISCH UND NATURNAH GELEGEN, MIT BLICK AUF DAS MALERISCHE KÜSNACHTER TOBEL UND TEILWEISE SOGAR AUF DEN SEE, SONDERN BIETET AUCH GROSSZÜGIGEN PLATZ IM GEMÜTLICHEN GARTEN MIT TERRASSE UND SITZPLÄTZEN. DIESES HAUS MIT 5-5 ZIMMERN GEWÄHRLEISTET ANGENEHME PRIVATSPHÄRE UND IST NUR IM BEREICH DER GARAGE MIT DEM NACHBARHAUS VERBUNDEN. FAMILIEN FINDEN HIER EIN NATURVERBUNDENES UMFELD VOR, DAS WIE GESCHAFFEN IST FÜR KINDER, DIE HIER NACH",5.5,232.0,8500.0,73,694,0,0,36.64,100 - 500,2023-09-06 15:10:34
1693998205-39,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=41,"6,5 Zimmer, 300 m², CHF 11 500.—","Binzigerstrasse 52, 8707 Uetikon am See, ZH",CHF 11 500.—,«VILLA MIT SEESICHT UND SWIMMINGPOOL»,"6,5 ZIMMER, 300 M², CHF 11 500.—BINZIGERSTRASSE 52, 8707 UETIKON AM SEE, ZH«VILLA MIT SEESICHT UND SWIMMINGPOOL»EIN WOHNGEFÜHL WIE AUS EINER ANDEREN WELT. DIESE 8-ZIMMER-VILLA MIT ATELIERHAUS, SEESICHT UND SWIMMINGPOOL IST PERFEKT FÜR ANSPRUCHSVOLLE MENSCHEN MIT SINN FÜR DAS EINZIGARTIGE.DER GROSSZÜGIGE ESSBEREICH IST LOCKER VERBUNDEN MIT DER KÜCHE, DIE IM HINTERGRUND EINEN EXTRAVAGANTEN AKZENT SETZT. HOHE DECKEN UND RAUMHOHE SCHIEBEFENSTER LASSEN DAS LICHT VON AUSSEN IN DIE INNENRÄUME FLIESSEN UND RAHMEN GLEICHZEITIG DIE VON VIEL GRÜN GESÄUMTE SICHT AUF DEN ZÜRICHSEE EIN. DER WOHNBEREICH LÄDT MIT CHEMINÉE ZU WOHLIGER ENTSPANNUNG. DAS GALERIEGESCHOSS LOC",6.5,300.0,11.0,37,662,1,0,0.04,100 - 500,2023-09-06 15:10:34
1693998205-40,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=41,"4,5 Zimmer, 124 m², CHF 2740.—","Hinterdorfstr. 4, 8315 Lindau, ZH",CHF 2740.—,«MAISONETTE-WOHNUNG IM DACHGESCHOSS»,"4,5 ZIMMER, 124 M², CHF 2740.—HINTERDORFSTR. 4, 8315 LINDAU, ZH«MAISONETTE-WOHNUNG IM DACHGESCHOSS»IN DER GEPFLEGTEN LIEGENSCHAFT ""LICHTSPIEL"" VERMIETEN WIR DIESES ATTRAKTIVE OBJEKT MIT BALKON (SÜDSEITE). IN SÄMTLICHEN ZIMMERN IST PARKETTBODEN, IN DER KÜCHE UND DEN NASSZELLEN SIND FARBLICH ABGESTIMMTE PLATTEN VERLEGT. DIE GROSSZÜGIG KONZIPIERTE KÜCHE VERFÜGT ÜBER GLASKERAMIKKOCHFELD, GESCHIRRSPÜLMASCHINE, KÜHLSCHRANK MIT SEPARATEM GEFRIERFACH UND HOCHLIEGENDEM BACKOFEN.DIE DUSCHEN (DUSCHE/WC UND BAD/DUSCHE/WC) SIND MIT ÄSTHETISCHEN GLASTRENNWÄNDEN; DIE WASCHBECKEN MIT UNTERBAUMÖBELN AUSGESTATTET (AUF DEN FOTOS NICHT ERSICHTLICH).WASCHRAUM MI",4.5,124.0,2740.0,36,649,0,0,22.1,100 - 500,2023-09-06 15:10:34
1693998205-41,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=41,"3,5 Zimmer, 94 m², CHF 2350.—","Dübendorfstrasse 22, 8602 Wangen b. Dübendorf, ZH",CHF 2350.—,«ALTERSGERECHTE MIETWOHNUNG MIT SERVICE»,"3,5 ZIMMER, 94 M², CHF 2350.—DÜBENDORFSTRASSE 22, 8602 WANGEN B. DÜBENDORF, ZH«ALTERSGERECHTE MIETWOHNUNG MIT SERVICE»MIETWOHNUNGEN IDEAL FÜR SENIORINNEN UND SENIORENWIR VERMIETEN PER 01. OKTOBER 2023 ODER NACH VEREINBARUNG EINE 3.5-ZIMMERWOHNUNG IM GRUNDERHUUS IN WANGEN-BRÜTTISELLEN.DIE WOHNUNG IST WIE FOLGT AUSGESTATTET: KÜCHE MIT BACKOFEN, GLASKERAMIKKOCHFELD, GESCHIRRSPÜLER UND EINEM GROSSEN KÜHLSCHRANKSCHLAFZIMMER MIT PARKETTWC MIT BEGEHBARER DUSCHE UND EINEM GROSSEN SPIEGELSCHRANKGARDEROBE IM EINGANGSBEREICHELEKTRISCHE MARKISENKELLERABTEIL IM UGZUR MITBENÜTZUNG STEHT EINE GROSSE WASCHKÜCHE MIT ZWEI TROCKNUNGSRÄUMEN ZUR VERFÜGUNG.DER MÖBLIERTE GEMEINSCHAF",3.5,94.0,2350.0,40,668,0,0,25.0,50 - 99,2023-09-06 15:10:34
1693998205-43,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=41,"4,5 Zimmer, 170 m², CHF 6600.—","Limmatstrasse 260, 8005 Zürich, ZH",CHF 6600.—,«EXKLUSIV! GROSSZÜGIG! WOHNGENUSS PUR!»,"4,5 ZIMMER, 170 M², CHF 6600.—LIMMATSTRASSE 260, 8005 ZÜRICH, ZH«EXKLUSIV! GROSSZÜGIG! WOHNGENUSS PUR!»",4.5,170.0,6600.0,39,103,0,0,38.82,100 - 500,2023-09-06 15:10:34
1693998205-44,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=41,"3,5 Zimmer, 100 m², CHF 2080.—","Friedenweg 5, 8192 Glattfelden, ZH",CHF 2080.—,«GROSSZÜGIGE 3.5-ZIMMERWOHNUNG IM EG»,"3,5 ZIMMER, 100 M², CHF 2080.—FRIEDENWEG 5, 8192 GLATTFELDEN, ZH«GROSSZÜGIGE 3.5-ZIMMERWOHNUNG IM EG»BESICHTIGUNGSTERMINEFÜR EINEN BESICHTIGUNGSTERMIN MELDEN SIE SICH BITTE TELEFONISCH BEIM JETZIGEN MIETER: HERR LAUFFER, 078 711 44 81PER 01.10.2023 VERMIETEN WIR FOLGENDE WOHNUNG:DIE WOHNUNG VERFÜGT ÜBER EINE OFFENE KÜCHE MIT STEAMER, BACKOFEN, GESCHIRRSPÜLER, INDUKTIONSHERD USW., UND GARDEROBENSCHRÄNKE IM ENTREE. ZUDEM SIND WASCHMASCHINE UND TUMBLER VORHANDEN. DAS GANZE HAUS IST ROLLSTUHLGÄNGIG.DAS GEBÄUDE IST NACH DEM MINERGIE-STANDARD GEBAUT, DAZU GEHÖREN NICHT NUR EINE WIRKSAME DÄMMUNG UND HOCHWERTIGE MATERIALIEN, SONDERN AUCH FENSTER MIT D",3.5,100.0,2080.0,37,651,0,0,20.8,50 - 99,2023-09-06 15:10:34
1693998205-45,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=41,"3,5 Zimmer, 80 m², CHF 2237.—","Niederglatterstrasse 21, 8155 Niederhasli, ZH",CHF 2237.—,«CHARMANTE WOHNUNG MIT TRAUMHAFTER TERRASSE»,"3,5 ZIMMER, 80 M², CHF 2237.—NIEDERGLATTERSTRASSE 21, 8155 NIEDERHASLI, ZH«CHARMANTE WOHNUNG MIT TRAUMHAFTER TERRASSE»WIR VERMIETEN AN GRÜNER WOHNLAGE DIESE MODERNE 3.5-ZIMMERWOHNUNG, WELCHE IHNEN DIE FOLGENDEN ANNEHMLICHKEITEN BIETET:- WOHN- UND SCHLAFZIMMER MIT PARKETTBODEN- MODERNE, ABGESCHLOSSENE KÜCHE MIT SEPARATEM ESSBEREICH- GESCHIRRSPÜLER, GLASKERAMIKHERD, GRANITABDECKUNG- BAD/WC MIT PLATTENBODEN- SEPARATER ABSTELLRAUM IN DER WOHNUNG- EINBAUSCHRÄNKE- GROSSE UND SONNIGE TERRASSE- KELLERABTEIL BEI DEN BILDERN HANDELT ES SICH UM MUSTERFOTOS, WELCHE ZUR VERANSCHAULICHUNG DEN AUSBAUSTANDARD DARSTELLEN. DIE GENAUE RAUMAUFTEILUNG KÖNNEN SIE DEM ANGEFÜGTEN GRUANBIETER KONTAKTIERENKONTAKTIEREN",3.5,80.0,2237.0,44,701,0,0,27.96,50 - 99,2023-09-06 15:10:34
1693998205-46,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=41,"4,5 Zimmer, 160 m², CHF 3200.—","Marktgasse 17, 8400 Winterthur, ZH",CHF 3200.—,«TRAUMHAFTES WOHNEN IN DER WINTERTHURER ALTSTADT: EXKLUSIVE 4.5-ZIMMER-DACHMAISONETTEWOHNUNG»,"4,5 ZIMMER, 160 M², CHF 3200.—MARKTGASSE 17, 8400 WINTERTHUR, ZH«TRAUMHAFTES WOHNEN IN DER WINTERTHURER ALTSTADT: EXKLUSIVE 4.5-ZIMMER-DACHMAISONETTEWOHNUNG»",4.5,160.0,3200.0,93,157,0,0,20.0,100 - 500,2023-09-06 15:10:34
1693998205-48,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=41,"7,5 Zimmer, 210 m², CHF 4200.—","Goldistenstrasse 23, 8625 Gossau ZH, ZH",CHF 4200.—,«FREISTEHENDES 7.5-ZIMMER EINFAMILIENHAUS MIT DOPPELGARAGE»,"7,5 ZIMMER, 210 M², CHF 4200.—GOLDISTENSTRASSE 23, 8625 GOSSAU ZH, ZH«FREISTEHENDES 7.5-ZIMMER EINFAMILIENHAUS MIT DOPPELGARAGE»BESCHREIBUNG:VERSUCHUNGEN SOLLTE MAN NACHGEBEN. WER WEISS OB SIE WIEDER KOMMEN, SAGTE SCHON OSCAR WILDE.GENIESSEN SIE DIESES GEPFLEGTE FREISTEHENDE 7.5-ZIMMER EINFAMILIENHAUS MIT DOPPELGARAGE. DIE LIEGENSCHAFT MIT GROSSZÜGIGEM GARTEN UND MALERISCHER WEITSICHT AN SEHR ATTRAKTIVER WOHNLAGE IM ZÜRI-OBERLAND MIT HERVORRAGENDEN VERKEHRSANBINDUNGEN IN RICHTUNG WETZIKON, USTER, RAPPERSWIL, ZÜRICH UND ZÜRICH-FLUGHAFEN WIRD SIE INS STAUNEN VERSETZEN. SIE BETRETEN DAS SCHMUCKSTÜCK DURCH DAS OFFENE ENTRÉE UND GELANGEN IN DEN GROSSEN UND OFFENEN BEREICH DEANBIETER KONTAKTIERENKONTAKTIEREN",7.5,210.0,4200.0,59,711,0,0,20.0,100 - 500,2023-09-06 15:10:34
1693998210-50,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=40,"2,5 Zimmer, 78 m², CHF 2750.—","8152 Glattpark (Opfikon), ZH",CHF 2750.—,"«MÖBLIERT, TEMPORÄR: 2½ ZI-WOHNUNG IN GLATTPARK (OPFIKON)»","2,5 ZIMMER, 78 M², CHF 2750.—8152 GLATTPARK (OPFIKON), ZH«MÖBLIERT, TEMPORÄR: 2½ ZI-WOHNUNG IN GLATTPARK (OPFIKON)»MIETDAUER AB 1. NOVEMBER 2023 BIS 31. JANUAR 2024 (MIND. 2 MONATE) GERÄUMIGES, MODERNES APARTMENT MIT 1 SCHLAFZIMMER UND 1 BADEZIMMER IN WUNDERSCHÖNER NACHBARSCHAFT. 15 MINUTEN VOM FLUGHAFEN, 30 MINUTEN VOM STADTZENTRUM VON ZÜRICH ENTFERNT. 2 MINUTEN ZU FUSS VON DER STRASSENBAHNHALTESTELLE FERNSEHSTUDIO ENTFERNT, 78M², IM 3. STOCK, MIT LIFT, 2 BALKONE, ÖFFENTLICHE PARKPLÄTZE IN DER NÄHE. INKL. HEIZUNG, STROM, WASSER, INTERNET, TV (INKL. ANSCHLUSS UND ABO), ... WEITERE INFOS, FRAGEN & BESICHTIGEN: UMS.CH/ANGEBOTS-DETAIL/60393/ENGLISH: UMS.CH/OFFER",2.5,78.0,2750.0,58,667,0,1,35.26,50 - 99,2023-09-06 15:10:34
1693998210-51,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=40,"4,5 Zimmer, 107 m², CHF 1900.—","Hofackerstrasse 5, 8422 Pfungen, ZH",CHF 1900.—,«GEMÜTLICHE 4.5-ZIMMER-WOHNUNG MIT EINEM SONNIGEN BALKON»,"4,5 ZIMMER, 107 M², CHF 1900.—HOFACKERSTRASSE 5, 8422 PFUNGEN, ZH«GEMÜTLICHE 4.5-ZIMMER-WOHNUNG MIT EINEM SONNIGEN BALKON»EINEN BESICHTIGUNGSTERMIN DÜRFEN SIE DIREKT MIT FRAU STRÜBI, MOBILE 079 913 19 94 VON 14.00 BIS 17.00 UHR VEREINBAREN.NACH VEREINBARUNG VERMIETEN WIR DIESE HELLE UND GERÄUMIGE 4.5-ZIMMER-WOHNUNG IM 2. OBERGESCHOSS.DIE WOHNUNG ÜBERZEUGT DURCH:HELLE RÄUMLICHKEITEN MIT VIEL TAGESLICHTPRAKTISCHE EINBAUSCHRÄNKEPARKETTBODEN IM WOHN- UND EINGANGSBEREICHLAMINATBODEN IN DEN ZIMMERNPLATTENBODEN IN DER KÜCHE UND IN DEN NASSZELLENBALKON VORHANDENZUSÄTZLICH STEHT IHNEN EIN KELLERABTEIL ZUR ALLEINBENÜTZUNG ZUR VERFÜGUNG. EIN WASCHRAUM SOWIE EIN VELORAUM STEH",4.5,107.0,1900.0,57,672,0,0,17.76,100 - 500,2023-09-06 15:10:34
1693998210-52,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=40,"3,5 Zimmer, 88 m², CHF 2244.—","Untere Briggerstrasse 66, 8406 Winterthur, ZH",CHF 2244.—,«MODERNES LEBEN IM EG MIT GARTENSITZPLATZ»,"3,5 ZIMMER, 88 M², CHF 2244.—UNTERE BRIGGERSTRASSE 66, 8406 WINTERTHUR, ZH«MODERNES LEBEN IM EG MIT GARTENSITZPLATZ»",3.5,88.0,2244.0,42,116,0,0,25.5,50 - 99,2023-09-06 15:10:34
1693998210-53,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=40,"5,5 Zimmer, 282 m², CHF 6000.—","Bergstrasse  16, 8955 Oetwil an der Limmat, ZH",CHF 6000.—,«VILLA MIT POOL UND EINLIEGERWOHNUNG»,"5,5 ZIMMER, 282 M², CHF 6000.—BERGSTRASSE  16, 8955 OETWIL AN DER LIMMAT, ZH«VILLA MIT POOL UND EINLIEGERWOHNUNG»",5.5,282.0,6000.0,37,113,0,0,21.28,100 - 500,2023-09-06 15:10:34
1693998210-54,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=40,"4,5 Zimmer, 141 m², CHF 3309.—","Hagenholzstrasse 100, 8050 Zürich, ZH",CHF 3309.—,«WOHNUNG AN ZENTRALER LAGE IM ANDREASPARK»,"4,5 ZIMMER, 141 M², CHF 3309.—HAGENHOLZSTRASSE 100, 8050 ZÜRICH, ZH«WOHNUNG AN ZENTRALER LAGE IM ANDREASPARK»IHRE WOHLFÜHLOASE LIEGT UNS AM HERZEN!DAS STADTQUARTIER HAT SICH ZU EINEM ATTRAKTIVEN ORT FÜR WOHNEN, ARBEIT UND FREIZEIT ENTWICKELT. DURCH SEINE VERKEHRSGÜNSTIGE LAGE ENTSPRICHT DAS AREAL IM ANDREASPARK EINEM BREITEN PUBLIKUM. NEBST DER TOPLAGE BIETET IHNEN DIE WOHNUNG FOLGENDE VORZÜGE:- PARKETTBODEN IN ALLEN WOHNRÄUMEN- PLATTENBODEN IN ALLEN NASSZELLEN- OFFENE KÜCHE MIT GESCHIRRSPÜLER UND GLASKERAMIKKOCHFELD- BADEZIMMER MIT BADEWANNE- ZUSÄTZLICHES GÄSTE WC- WANDSCHRÄNKE IM EINGANGSBEREICH- GARTENSITZPLATZEINSTELLPLÄTZE KÖNNEN FÜR CHF 150.00 U",4.5,141.0,3309.0,42,659,0,0,23.47,100 - 500,2023-09-06 15:10:34
1693998210-55,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=40,"4,5 Zimmer, 136 m², CHF 3400.—","8303 Bassersdorf, ZH",CHF 3400.—,"«MODERN UND CHARMANT, MIT VIEL PLATZ»","4,5 ZIMMER, 136 M², CHF 3400.—8303 BASSERSDORF, ZH«MODERN UND CHARMANT, MIT VIEL PLATZ»DIESE CHARMANTE DUPLEX-MAISONETTEWOHNUNG IN BASSERSDORF BIETET MIT IHREN 4,5 ZIMMERN UND EINER WOHNFLÄCHE VON 136 M² GENÜGEND PLATZ FÜR ENTSPANNTES WOHNEN. DIE BEIDEN TERRASSEN LADEN ZUM VERWEILEN IM FREIEN EIN. DIE MODERNE, HOCHWERTIGE KÜCHE LÄSST DAS HERZ JEDES HOBBYKOCHS HÖHERSCHLAGEN. MIT DEN LICHTDURCHFLUTETEN RÄUMEN UND EINER RUHIGEN, DENNOCH ZENTRALEN LAGE IST DIESE IMMOBILIE IDEAL FÜR FAMILIEN ODER PAARE, DIE EIN GEMÜTLICHES ZUHAUSE SUCHEN.DIESES BETTERHOMES-ANGEBOT ZEICHNET SICH DURCH FOLGENDE VORTEILE AUS:- ZWEI TERRASSEN- MODERNE UNDANBIETER KONTAKTIERENKONTAKTIEREN",4.5,136.0,3400.0,37,670,0,0,25.0,100 - 500,2023-09-06 15:10:34
